GenNum,BusNum,BusNumExt,PlantCode,Lon,FuelType,GenId,Lat,GenBusDistance
915,1869,2471,55719,-116.5642,Onshore Wind Turbine,GENI,33.9211,1.249527079
916,2314,3024,55748,-121.9319,Natural Gas Fired Combined Cycle,CAG5,37.425,0.177211497
917,2314,3024,55748,-121.9319,Natural Gas Fired Combined Cycle,CTG1,37.425,0.177211497
918,2314,3024,55748,-121.9319,Natural Gas Fired Combined Cycle,CTG2,37.425,0.177211497
919,2314,3024,55748,-121.9319,Natural Gas Fired Combined Cycle,CTG3,37.425,0.177211497
920,2314,3024,55748,-121.9319,Natural Gas Fired Combined Cycle,CTG4,37.425,0.177211497
921,1781,2360,55766,-121.1944,Landfill Gas,361A,38.5136,0.197365455
922,1781,2360,55766,-121.1944,Landfill Gas,361B,38.5136,0.197365455
923,1781,2360,55766,-121.1944,Landfill Gas,361C,38.5136,0.197365455
924,7681,9061,55807,-119.9044,Natural Gas Fired Combustion Turbine,HPP1,36.2397,0.266731007
925,7681,9061,55807,-119.9044,Natural Gas Fired Combustion Turbine,HPP2,36.2397,0.266731007
926,1835,2425,55810,-121.5363,Natural Gas Fired Combustion Turbine,S3,36.999,0.046764962
927,1835,2425,55810,-121.5363,Natural Gas Fired Combustion Turbine,S4,36.999,0.046764962
928,1835,2425,55810,-121.5363,Natural Gas Fired Combustion Turbine,S5,36.999,0.046764962
929,1329,1732,55851,-122.1411,Natural Gas Fired Combustion Turbine,GT 1,38.0736,0.871281959
930,1334,1738,55855,-122.07525,Natural Gas Fired Combustion Turbine,CTG1,38.228522,2.057656775
931,8437,9833,55874,-120.5783,Natural Gas Fired Combustion Turbine,8,36.6535,0.308335578
932,1811,2397,55933,-121.4906,Natural Gas Fired Combined Cycle,TCC1,37.7107,0.067937564
933,1811,2397,55933,-121.4906,Natural Gas Fired Combined Cycle,TPP1,37.7107,0.067937564
934,1811,2397,55933,-121.4906,Natural Gas Fired Combined Cycle,TPP2,37.7107,0.067937564
935,7672,9052,55934,-117.3533,Natural Gas Fired Combustion Turbine,C1,34.0606,0.026964661
936,7672,9052,55934,-117.3533,Natural Gas Fired Combustion Turbine,C2,34.0606,0.026964661
937,7672,9052,55934,-117.3533,Natural Gas Fired Combustion Turbine,C3,34.0606,0.026964661
938,7672,9052,55934,-117.3533,Natural Gas Fired Combustion Turbine,C4,34.0606,0.026964661
939,7672,9052,55935,-117.3532,Natural Gas Fired Combustion Turbine,D1,34.0609,0.041914304
940,7672,9052,55935,-117.3532,Natural Gas Fired Combustion Turbine,D2,34.0609,0.041914304
941,7672,9052,55935,-117.3532,Natural Gas Fired Combustion Turbine,D3,34.0609,0.041914304
942,7672,9052,55935,-117.3532,Natural Gas Fired Combustion Turbine,D4,34.0609,0.041914304
943,2000,2638,55950,-119.737464,Natural Gas Fired Combustion Turbine,U1,35.479146,1.5820684
944,2000,2638,55950,-119.737464,Natural Gas Fired Combustion Turbine,U2,35.479146,1.5820684
945,1858,2459,55951,-117.3603,Natural Gas Fired Combustion Turbine,AMP1,34.0414,0.067948463
946,1600,2108,55963,-121.790679,Natural Gas Fired Combustion Turbine,CTG1,38.014423,0.016357025
947,2058,2705,55983,-115.6384,Geothermal,TG51,33.1533,0.121344918
948,2347,3069,55984,-115.5114,Geothermal,TG21,33.1669,1.769359828
949,8730,10126,55985,-117.117778,Natural Gas Fired Combined Cycle,CTG1,33.1197,0.145965981
950,8730,10126,55985,-117.117778,Natural Gas Fired Combined Cycle,CTG2,33.1197,0.145965981
951,8730,10126,55985,-117.117778,Natural Gas Fired Combined Cycle,STG,33.1197,0.145965981
952,1878,2481,56011,-116.735,Onshore Wind Turbine,V-47,33.9172,0.036859084
953,1866,2468,56012,-116.617778,Onshore Wind Turbine,1,33.925,0.30746129
954,1242,1612,56026,-121.9508,Natural Gas Fired Combined Cycle,CTG1,37.3767,0.022591472
955,1242,1612,56026,-121.9508,Natural Gas Fired Combined Cycle,CTG2,37.3767,0.022591472
956,1242,1612,56026,-121.9508,Natural Gas Fired Combined Cycle,STG,37.3767,0.022591472
957,553,751,56039,-118.2219,Natural Gas Fired Combustion Turbine,G1,33.9986,0.159662724
958,553,751,56039,-118.2219,Natural Gas Fired Combustion Turbine,G2,33.9986,0.159662724
959,553,751,56041,-118.2219,Natural Gas Fired Combined Cycle,M1,33.9986,0.159662724
960,553,751,56041,-118.2219,Natural Gas Fired Combined Cycle,M2,33.9986,0.159662724
961,553,751,56041,-118.2219,Natural Gas Fired Combined Cycle,M3,33.9986,0.159662724
962,1698,2243,56046,-118.3153,Natural Gas Fired Combined Cycle,1,34.1786,0.117893701
963,1698,2243,56046,-118.3153,Natural Gas Fired Combined Cycle,2,34.1786,0.117893701
964,2231,2905,56051,-118.2141,Natural Gas Fired Combustion Turbine,GEN1,33.7684,0.093237592
965,8511,9907,56075,-121.8053,Onshore Wind Turbine,1,38.1381,2.526287923
966,8511,9907,56075,-121.8053,Onshore Wind Turbine,2,38.1381,2.526287923
967,1820,2408,56078,-120.8956,Natural Gas Fired Combined Cycle,1,37.4878,0.109150098
968,1820,2408,56078,-120.8956,Natural Gas Fired Combined Cycle,2,37.4878,0.109150098
969,1820,2408,56078,-120.8956,Natural Gas Fired Combined Cycle,3,37.4878,0.109150098
970,1239,1609,56080,-121.9464,Natural Gas Internal Combustion Engine,EG1,37.4344,0.43382082
971,1239,1609,56080,-121.9464,Natural Gas Internal Combustion Engine,EG2,37.4344,0.43382082
972,1239,1609,56080,-121.9464,Natural Gas Internal Combustion Engine,EG3,37.4344,0.43382082
973,700,943,56090,-117.855,Other Gases,D182,33.9328,1.320937195
974,700,943,56090,-117.855,Other Gases,D189,33.9328,1.320937195
975,700,943,56090,-117.855,Other Gases,D190,33.9328,1.320937195
976,1867,2469,56112,-116.5914,Onshore Wind Turbine,V47,33.9141,1.194058906
977,1462,1909,56125,-119.0858,Conventional Hydroelectric,4152,34.2253,2.495160382
978,1805,2390,56134,-121.3294,Other Waste Biomass,101,37.9369,0.1228985
979,1805,2390,56134,-121.3294,Other Waste Biomass,301,37.9369,0.1228985
980,1805,2390,56134,-121.3294,Other Waste Biomass,401,37.9369,0.1228985
981,1805,2390,56134,-121.3294,Petroleum Liquids,501,37.9369,0.1228985
982,1875,2477,56143,-117.4528,Natural Gas Fired Combustion Turbine,1,33.9636,0.159275536
983,1875,2477,56143,-117.4528,Natural Gas Fired Combustion Turbine,2,33.9636,0.159275536
984,1875,2477,56143,-117.4528,Natural Gas Fired Combustion Turbine,3,33.9636,0.159275536
985,1875,2477,56143,-117.4528,Natural Gas Fired Combustion Turbine,4,33.9636,0.159275536
986,1873,2475,56144,-117.2933,Natural Gas Fired Combustion Turbine,1,33.9308,0.027220565
987,1873,2475,56144,-117.2933,Natural Gas Fired Combustion Turbine,2,33.9308,0.027220565
988,1873,2475,56144,-117.2933,Natural Gas Fired Combustion Turbine,3,33.9308,0.027220565
989,1873,2475,56144,-117.2933,Natural Gas Fired Combustion Turbine,4,33.9308,0.027220565
990,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC1,40.1501,0.054799483
991,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC10,40.1501,0.054799483
992,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC11,40.1501,0.054799483
993,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC12,40.1501,0.054799483
994,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC13,40.1501,0.054799483
995,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC14,40.1501,0.054799483
996,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC15,40.1501,0.054799483
997,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC16,40.1501,0.054799483
998,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC2,40.1501,0.054799483
999,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC3,40.1501,0.054799483
1000,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC4,40.1501,0.054799483
1001,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC5,40.1501,0.054799483
1002,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC6,40.1501,0.054799483
1003,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC7,40.1501,0.054799483
1004,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC8,40.1501,0.054799483
1005,1403,1838,56184,-122.2124,Natural Gas Internal Combustion Engine,IC9,40.1501,0.054799483
1006,1892,2501,56232,-117.166389,Natural Gas Fired Combustion Turbine,1,32.8769,0.102173236
1007,1892,2501,56232,-117.166389,Natural Gas Fired Combustion Turbine,2,32.8769,0.102173236
1008,1656,2191,56239,-119.7404,Natural Gas Fired Combustion Turbine,GT-1,36.6697,2.307770095
1009,1656,2191,56239,-119.7404,Natural Gas Fired Combustion Turbine,GT-2,36.6697,2.307770095
1010,1932,2553,56271,-121.614392,Onshore Wind Turbine,VEST,37.763653,0.07620502
1011,8571,9967,56275,-118.3952,Onshore Wind Turbine,WGNS,35.0925,1.735431129
1012,1943,2569,56276,-118.3811,Onshore Wind Turbine,WGNS,35.0772,0.786133306
1013,1189,1540,56284,-120.636667,Other Gases,EPG,35.040833,4.171102431
1014,1546,2021,56295,-116.3425,Onshore Wind Turbine,1,32.705556,1.278595291
1015,1771,2345,56298,-121.3811,Natural Gas Fired Combined Cycle,1,38.7928,0.165761905
1016,1771,2345,56298,-121.3811,Natural Gas Fired Combined Cycle,2,38.7928,0.165761905
1017,1771,2345,56298,-121.3811,Natural Gas Fired Combined Cycle,3,38.7928,0.165761905
1018,1686,2229,56302,-118.292406,Onshore Wind Turbine,1,35.06094,1.960702713
1019,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE1,34.2506,0.613118729
1020,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE2,34.2506,0.613118729
1021,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE3,34.2506,0.613118729
1022,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE4,34.2506,0.613118729
1023,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE5,34.2506,0.613118729
1024,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE6,34.2506,0.613118729
1025,2411,3184,56346,-116.9025,Natural Gas Internal Combustion Engine,ICE7,34.2506,0.613118729
1026,2036,2678,56356,-117.6085,Natural Gas Fired Combined Cycle,CT1,33.8912,2.118210984
1027,2036,2678,56356,-117.6085,Natural Gas Fired Combined Cycle,ST1,33.8912,2.118210984
1028,304,438,56362,-121.85,Onshore Wind Turbine,1,38.12,1.659144539
1029,1836,2427,56428,-121.8156,Landfill Gas,Unit1,36.9178,4.299492969
1030,1836,2427,56428,-121.8156,Landfill Gas,Unit2,36.9178,4.299492969
1031,1836,2427,56428,-121.8156,Landfill Gas,Unit3,36.9178,4.299492969
1032,8483,9879,56446,-121.6672,Onshore Wind Turbine,1,37.805,1.88791971
1033,7795,9175,56467,-122.13381,Natural Gas Fired Combined Cycle,CTG1,37.63466,1.851767581
1034,7795,9175,56467,-122.13381,Natural Gas Fired Combined Cycle,CTG2,37.63466,1.851767581
1035,7795,9175,56467,-122.13381,Natural Gas Fired Combined Cycle,STG1,37.63466,1.851767581
1036,1301,1694,56469,-122.376944,Wood/Wood Waste Biomass,1,41.435556,0.652108069
1037,1485,1935,56471,-119.246944,Natural Gas Fired Combustion Turbine,1,34.205556,0.246531863
1038,2011,2651,56472,-117.5343,Natural Gas Fired Combustion Turbine,1,34.0903,0.09334967
1039,2011,2651,56472,-117.5343,Batteries,BA1,34.0903,0.09334967
1040,8056,9440,56473,-117.5604,Natural Gas Fired Combustion Turbine,1,34.0053,0.485829882
1041,670,911,56474,-117.9832,Natural Gas Fired Combustion Turbine,1,33.8073,0.221205735
1042,8545,9941,56475,-118.1046,Natural Gas Fired Combustion Turbine,1,33.9296,0.136668277
1043,8545,9941,56475,-118.1046,Batteries,BA1,33.9296,0.136668277
1044,1599,2106,56476,-121.7587,Natural Gas Fired Combined Cycle,A,38.0175,0.400021591
1045,1599,2106,56476,-121.7587,Natural Gas Fired Combined Cycle,B,38.0175,0.400021591
1046,1599,2106,56476,-121.7587,Natural Gas Fired Combined Cycle,C,38.0175,0.400021591
1047,2121,2776,56532,-122.27,Natural Gas Fired Combined Cycle,A,39.3661,0.536987867
1048,2121,2776,56532,-122.27,Natural Gas Fired Combined Cycle,B,39.3661,0.536987867
1049,2121,2776,56532,-122.27,Natural Gas Fired Combined Cycle,C,39.3661,0.536987867
1050,199,301,56569,-115.504456,Natural Gas Fired Combustion Turbine,1,33.238842,0.492026948
1051,199,301,56569,-115.504456,Natural Gas Fired Combustion Turbine,2,33.238842,0.492026948
1052,303,437,56570,-118.3789,Onshore Wind Turbine,WGNS,35.1161,0.854852536
1053,1059,1382,56615,-117.113669,Conventional Hydroelectric,G100,32.93695,2.423624492
1054,8437,9833,56639,-120.579727,Natural Gas Fired Combustion Turbine,1,36.654114,0.19207205
1055,8437,9833,56639,-120.579727,Natural Gas Fired Combustion Turbine,2,36.654114,0.19207205
1056,2222,2896,56654,-121.8036,Onshore Wind Turbine,1,40.8981,1.036205007
1057,608,821,56707,-120.4903,Wood/Wood Waste Biomass,AMPC,37.1867,0.038522363
1058,140,206,56768,-120.3658,Solar Photovoltaic,CR1,36.7575,0.14518884
1059,1869,2471,56791,-116.5527,Onshore Wind Turbine,1,33.9393,1.728092067
1060,8437,9833,56803,-120.5833,Natural Gas Fired Combustion Turbine,1,36.6514,0.27458077
1061,8437,9833,56803,-120.5833,Natural Gas Fired Combustion Turbine,2,36.6514,0.27458077
1062,8437,9833,56803,-120.5833,Natural Gas Fired Combustion Turbine,3,36.6514,0.27458077
1063,8437,9833,56803,-120.5833,Natural Gas Fired Combustion Turbine,4,36.6514,0.27458077
1064,2079,2729,56814,-118.148056,Solar Photovoltaic,PV1,34.040278,1.536424761
1065,2079,2729,56814,-118.148056,Solar Photovoltaic,PV2,34.040278,1.536424761
1066,182,272,56832,-115.5439,Geothermal,GE1,33.0139,2.862194936
1067,182,272,56832,-115.5439,Geothermal,GE2,33.0139,2.862194936
1068,182,272,56832,-115.5439,Geothermal,GE3,33.0139,2.862194936
1069,182,272,56832,-115.5439,Geothermal,GE4,33.0139,2.862194936
1070,182,272,56832,-115.5439,Geothermal,GE5,33.0139,2.862194936
1071,563,763,56862,-117.6933,Solar Photovoltaic,1,34.5644,2.93188758
1072,563,763,56862,-117.6933,Solar Photovoltaic,2,34.5644,2.93188758
1073,563,763,56862,-117.6933,Solar Photovoltaic,3,34.5644,2.93188758
1074,563,763,56862,-117.6933,Solar Photovoltaic,4,34.5644,2.93188758
1075,861,1135,56875,-121.16469,Solar Photovoltaic,TBD,38.44979,2.208450209
1076,1202,1558,56895,-122.4,Landfill Gas,1,37.5,4.366191246
1077,1202,1558,56895,-122.4,Landfill Gas,2,37.5,4.366191246
1078,1202,1558,56895,-122.4,Landfill Gas,3,37.5,4.366191246
1079,1202,1558,56895,-122.4,Landfill Gas,4,37.5,4.366191246
1080,1202,1558,56895,-122.4,Landfill Gas,5,37.5,4.366191246
1081,1202,1558,56895,-122.4,Landfill Gas,6,37.5,4.366191246
1082,8122,9506,56897,-121.934491,Landfill Gas,1,38.003928,3.124900089
1083,8122,9506,56897,-121.934491,Landfill Gas,2,38.003928,3.124900089
1084,2226,2900,56898,-118.642855,Landfill Gas,1,34.431664,4.041945397
1085,2226,2900,56898,-118.642855,Landfill Gas,2,34.431664,4.041945397
1086,110,163,56909,-119.7094,Solar Photovoltaic,1,36.7839,3.116905914
1087,110,163,56909,-119.7094,Solar Photovoltaic,2,36.7839,3.116905914
1088,110,163,56909,-119.7094,Solar Photovoltaic,3,36.7839,3.116905914
1089,110,163,56909,-119.7094,Solar Photovoltaic,4,36.7839,3.116905914
1090,1101,1434,56914,-117.1114,Natural Gas Fired Combustion Turbine,CTG1,33.3594,0.416104415
1091,1101,1434,56914,-117.1114,Natural Gas Fired Combustion Turbine,CTG2,33.3594,0.416104415
1092,8159,9543,56939,-114.7444,Solar Photovoltaic,1,33.5917,6.168844353
1093,2014,2654,56996,-117.700826,Solar Photovoltaic,S1A,33.985244,1.192595932
1094,2014,2654,56996,-117.700826,Solar Photovoltaic,S1B,33.985244,1.192595932
1095,1067,1392,57001,-116.972073,Natural Gas Fired Combustion Turbine,GEN1,32.796106,0.075009572
1096,784,1044,57004,-117.23,Solar Photovoltaic,1,33.8672,4.013206378
1097,2132,2792,57005,-121.96366,Solar Photovoltaic,1,38.40008,1.240157219
1098,1899,2510,57006,-121.713362,Solar Photovoltaic,1,38.674894,4.073423983
1099,8331,9723,57007,-114.917979,Solar Photovoltaic,1,33.567268,1.083128252
1100,1001,1300,57009,-117.266831,Solar Photovoltaic,1,34.094695,0.778298774
1101,1334,1738,57010,-122.092706,Solar Photovoltaic,1,38.232108,0.574443538
1102,8331,9723,57011,-114.903629,Solar Photovoltaic,1,33.565329,0.28033281
1103,2007,2647,57012,-117.2,Solar Photovoltaic,1,34.5975,9.002079891
1104,2380,3146,57027,-117.861667,Natural Gas Fired Combustion Turbine,CPP1,33.858056,0.067280828
1105,2380,3146,57027,-117.861667,Natural Gas Fired Combustion Turbine,CPP2,33.858056,0.067280828
1106,2380,3146,57027,-117.861667,Natural Gas Fired Combustion Turbine,CPP3,33.858056,0.067280828
1107,2380,3146,57027,-117.861667,Natural Gas Fired Combustion Turbine,CPP4,33.858056,0.067280828
1108,1323,1724,57041,-121.9264,Solar Photovoltaic,1,38.4106,0.875564146
1109,2172,2837,57042,-122.059444,Other Natural Gas,1,37.658889,2.490818262
1110,1130,1467,57043,-122.4775,Other Natural Gas,1,37.723889,4.052816609
1111,1130,1467,57043,-122.4775,Other Natural Gas,2,37.723889,4.052816609
1112,469,653,57102,-118.0481,Landfill Gas,EN01,33.9716,1.964417901
1113,469,653,57102,-118.0481,Landfill Gas,EN02,33.9716,1.964417901
1114,2300,3008,57122,-117.8467,Natural Gas Fired Combined Cycle,CTG1,33.6481,0.909787475
1115,2300,3008,57122,-117.8467,Natural Gas Fired Combined Cycle,STG1,33.6481,0.909787475
1116,1898,2509,57133,-121.3992,Landfill Gas,359,39.0728,6.019879107
1117,1898,2509,57133,-121.3992,Landfill Gas,361,39.0728,6.019879107
1118,8448,9844,57154,-115.513747,Wood/Wood Waste Biomass,1209,32.906569,0.055188097
1119,462,645,57163,-118.7236,Landfill Gas,GEN1,34.1511,3.506585874
1120,462,645,57163,-118.7236,Landfill Gas,GEN3,34.1511,3.506585874
1121,2018,2658,57217,-117.400113,Solar Photovoltaic,S003A,34.094279,3.026955389
1122,2018,2658,57217,-117.400113,Solar Photovoltaic,S003B,34.094279,3.026955389
1123,8289,9679,57219,-117.230571,Solar Photovoltaic,S005A,34.086276,1.050695465
1124,8289,9679,57219,-117.230571,Solar Photovoltaic,S005B,34.086276,1.050695465
1125,8289,9679,57219,-117.230571,Solar Photovoltaic,S005C,34.086276,1.050695465
1126,8289,9679,57219,-117.230571,Solar Photovoltaic,S005D,34.086276,1.050695465
1127,8289,9679,57219,-117.230571,Solar Photovoltaic,S005E,34.086276,1.050695465
1128,1860,2461,57220,-117.573055,Solar Photovoltaic,S006A,34.041389,0.533033283
1129,1860,2461,57220,-117.573055,Solar Photovoltaic,S006B,34.041389,0.533033283
1130,1860,2461,57220,-117.573055,Solar Photovoltaic,S006C,34.041389,0.533033283
1131,1860,2461,57220,-117.573055,Solar Photovoltaic,S006D,34.041389,0.533033283
1132,8289,9679,57221,-117.2275,Solar Photovoltaic,S007A,34.086111,1.256238576
1133,8289,9679,57221,-117.2275,Solar Photovoltaic,S007B,34.086111,1.256238576
1134,8289,9679,57221,-117.2275,Solar Photovoltaic,S007C,34.086111,1.256238576
1135,8289,9679,57221,-117.2275,Solar Photovoltaic,S007D,34.086111,1.256238576
1136,8289,9679,57221,-117.2275,Solar Photovoltaic,S007E,34.086111,1.256238576
1137,1860,2461,57222,-117.565,Solar Photovoltaic,S008A,34.041944,0.375434758
1138,1860,2461,57222,-117.565,Solar Photovoltaic,S008B,34.041944,0.375434758
1139,1860,2461,57222,-117.565,Solar Photovoltaic,S008C,34.041944,0.375434758
1140,1860,2461,57222,-117.565,Solar Photovoltaic,S008D,34.041944,0.375434758
1141,1860,2461,57223,-117.571666,Solar Photovoltaic,S009A,34.042778,0.346393151
1142,1860,2461,57223,-117.571666,Solar Photovoltaic,S009B,34.042778,0.346393151
1143,1020,1329,57224,-117.516944,Solar Photovoltaic,S010A,34.075,1.019596864
1144,1020,1329,57224,-117.516944,Solar Photovoltaic,S010B,34.075,1.019596864
1145,1020,1329,57224,-117.516944,Solar Photovoltaic,S010C,34.075,1.019596864
1146,7780,9160,57225,-117.241388,Solar Photovoltaic,S011A,34.075833,0.415068541
1147,7780,9160,57225,-117.241388,Solar Photovoltaic,S011B,34.075833,0.415068541
1148,7780,9160,57225,-117.241388,Solar Photovoltaic,S011C,34.075833,0.415068541
1149,7780,9160,57225,-117.241388,Solar Photovoltaic,S011D,34.075833,0.415068541
1150,7780,9160,57225,-117.241388,Solar Photovoltaic,S011E,34.075833,0.415068541
1151,7780,9160,57225,-117.241388,Solar Photovoltaic,S011F,34.075833,0.415068541
1152,7780,9160,57225,-117.241388,Solar Photovoltaic,S011G,34.075833,0.415068541
1153,1860,2461,57226,-117.561666,Solar Photovoltaic,S012A,34.042222,0.635687978
1154,8289,9679,57227,-117.23557,Solar Photovoltaic,S013A,34.083499,0.517608145
1155,8289,9679,57227,-117.23557,Solar Photovoltaic,S013B,34.083499,0.517608145
1156,8289,9679,57227,-117.23557,Solar Photovoltaic,S013C,34.083499,0.517608145
1157,8289,9679,57227,-117.23557,Solar Photovoltaic,S013D,34.083499,0.517608145
1158,8289,9679,57227,-117.23557,Solar Photovoltaic,S013E,34.083499,0.517608145
1159,8289,9679,57227,-117.23557,Solar Photovoltaic,S013F,34.083499,0.517608145
1160,8289,9679,57227,-117.23557,Solar Photovoltaic,S013G,34.083499,0.517608145
1161,1033,1348,57229,-117.516666,Solar Photovoltaic,S015A,34.079167,1.061826424
1162,1033,1348,57229,-117.516666,Solar Photovoltaic,S015B,34.079167,1.061826424
1163,1033,1348,57229,-117.516666,Solar Photovoltaic,S015C,34.079167,1.061826424
1164,1033,1348,57229,-117.516666,Solar Photovoltaic,S015D,34.079167,1.061826424
1165,1033,1348,57229,-117.516666,Solar Photovoltaic,S015E,34.079167,1.061826424
1166,1033,1348,57229,-117.516666,Solar Photovoltaic,S015F,34.079167,1.061826424
1167,1033,1348,57229,-117.516666,Solar Photovoltaic,S015G,34.079167,1.061826424
1168,8289,9679,57230,-117.233611,Solar Photovoltaic,S016A,34.085556,0.80821716
1169,8289,9679,57230,-117.233611,Solar Photovoltaic,S016B,34.085556,0.80821716
1170,8289,9679,57230,-117.233611,Solar Photovoltaic,S016C,34.085556,0.80821716
1171,1039,1355,57231,-117.503333,Solar Photovoltaic,S017A,34.072778,0.527153613
1172,1039,1355,57231,-117.503333,Solar Photovoltaic,S017B,34.072778,0.527153613
1173,1039,1355,57231,-117.503333,Solar Photovoltaic,S017C,34.072778,0.527153613
1174,1039,1355,57231,-117.503333,Solar Photovoltaic,S017D,34.072778,0.527153613
1175,1039,1355,57231,-117.503333,Solar Photovoltaic,S017E,34.072778,0.527153613
1176,1039,1355,57231,-117.503333,Solar Photovoltaic,S017F,34.072778,0.527153613
1177,1039,1355,57231,-117.503333,Solar Photovoltaic,S017G,34.072778,0.527153613
1178,1033,1348,57232,-117.516388,Solar Photovoltaic,S018A,34.083333,0.952921423
1179,1033,1348,57232,-117.516388,Solar Photovoltaic,S018B,34.083333,0.952921423
1180,1033,1348,57232,-117.516388,Solar Photovoltaic,S018C,34.083333,0.952921423
1181,7802,9182,57236,-117.520277,Solar Photovoltaic,S023A,34.080833,1.11715777
1182,7802,9182,57236,-117.520277,Solar Photovoltaic,S023B,34.080833,1.11715777
1183,7802,9182,57236,-117.520277,Solar Photovoltaic,S023C,34.080833,1.11715777
1184,7802,9182,57236,-117.520277,Solar Photovoltaic,S023D,34.080833,1.11715777
1185,7802,9182,57236,-117.520277,Solar Photovoltaic,S023E,34.080833,1.11715777
1186,992,1288,57245,-117.425324,Solar Photovoltaic,S026A,34.131214,1.554454243
1187,992,1288,57245,-117.425324,Solar Photovoltaic,S026B,34.131214,1.554454243
1188,992,1288,57245,-117.425324,Solar Photovoltaic,S026C,34.131214,1.554454243
1189,992,1288,57245,-117.425324,Solar Photovoltaic,S026D,34.131214,1.554454243
1190,992,1288,57245,-117.425324,Solar Photovoltaic,S026E,34.131214,1.554454243
1191,992,1288,57245,-117.425324,Solar Photovoltaic,S026F,34.131214,1.554454243
1192,992,1288,57245,-117.425324,Solar Photovoltaic,S026G,34.131214,1.554454243
1193,992,1288,57245,-117.425324,Solar Photovoltaic,S026H,34.131214,1.554454243
1194,992,1288,57245,-117.425324,Solar Photovoltaic,S026I,34.131214,1.554454243
1195,992,1288,57245,-117.425324,Solar Photovoltaic,S026J,34.131214,1.554454243
1196,992,1288,57245,-117.425324,Solar Photovoltaic,SO26K,34.131214,1.554454243
1197,992,1288,57245,-117.425324,Solar Photovoltaic,SO26L,34.131214,1.554454243
1198,992,1288,57246,-117.421666,Solar Photovoltaic,S027A,34.131111,1.242335828
1199,992,1288,57246,-117.421666,Solar Photovoltaic,S027B,34.131111,1.242335828
1200,992,1288,57246,-117.421666,Solar Photovoltaic,S027C,34.131111,1.242335828
1201,992,1288,57246,-117.421666,Solar Photovoltaic,S027D,34.131111,1.242335828
1202,1002,1301,57247,-117.274166,Solar Photovoltaic,S028A,34.094167,0.96681563
1203,1002,1301,57247,-117.274166,Solar Photovoltaic,S028B,34.094167,0.96681563
1204,1002,1301,57247,-117.274166,Solar Photovoltaic,S028C,34.094167,0.96681563
1205,1002,1301,57247,-117.274166,Solar Photovoltaic,S028D,34.094167,0.96681563
1206,1002,1301,57247,-117.274166,Solar Photovoltaic,S028E,34.094167,0.96681563
1207,1002,1301,57247,-117.274166,Solar Photovoltaic,S028F,34.094167,0.96681563
1208,1002,1301,57247,-117.274166,Solar Photovoltaic,S028G,34.094167,0.96681563
1209,1599,2106,57267,-121.765,Natural Gas Fired Combustion Turbine,1,38.016944,0.299443721
1210,1599,2106,57267,-121.765,Natural Gas Fired Combustion Turbine,2,38.016944,0.299443721
1211,1599,2106,57267,-121.765,Natural Gas Fired Combustion Turbine,3,38.016944,0.299443721
1212,1599,2106,57267,-121.765,Natural Gas Fired Combustion Turbine,4,38.016944,0.299443721
1213,2218,2892,57282,-118.353422,Onshore Wind Turbine,AW01,35.033725,0.192039882
1214,289,419,57291,-118.295278,Onshore Wind Turbine,AW02,35.023889,1.583048975
1215,289,419,57292,-118.295278,Onshore Wind Turbine,AW03,35.023889,1.583048975
1216,2278,2968,57293,-118.242222,Onshore Wind Turbine,AW04,35.008611,4.558824106
1217,2278,2968,57294,-118.242222,Onshore Wind Turbine,AW05,35.008611,4.558824106
1218,472,657,57295,-118.5047,Solar Photovoltaic,1,34.7892,1.595322495
1219,2422,3207,57301,-116.5603,Onshore Wind Turbine,DEC,33.8942,0.958273758
1220,1870,2472,57302,-116.5825,Onshore Wind Turbine,1,33.9053,0.333604979
1221,1512,1976,57305,-117.435277,Solar Photovoltaic,1,34.550833,0.248138198
1222,345,492,57308,-118.430833,Solar Photovoltaic,1,34.319722,2.237859128
1223,1708,2257,57309,-118.27722,Solar Photovoltaic,1,33.7331,4.259076952
1224,1707,2256,57310,-118.241405,Solar Photovoltaic,1,33.794283,0.560024065
