BranchNum,FID,kv_from,kv_to,tap,Lat1,Lat2,Lon1,Lon2,Length
1,0,115,115,0,37.77242587,37.77204138,-122.2429141,-122.2431428,0.037575171
2,1,115,115,0,37.77204138,37.76300165,-122.2431428,-122.2144787,2.031904551
3,2,115,115,0,37.77204138,37.77916592,-122.2431428,-122.2914541,3.060277775
4,3,115,115,0,37.77916592,37.77932178,-122.2914541,-122.2926976,0.08800768
5,4,115,115,0,37.77916592,37.78867205,-122.2914541,-122.2898182,0.720181179
6,5,115,115,0,37.78870633,37.79654309,-122.2888421,-122.2777623,1.162322047
7,6,66,66,0,33.70479615,33.51518854,-116.7311525,-116.7884555,24.08734748
8,7,66,66,0,33.83755882,33.83716371,-117.9681754,-117.9722592,0.26512081
9,8,66,66,0,33.83589462,33.8320679,-117.9761408,-117.9761157,0.263756947
10,9,66,66,0,33.8320679,33.81821075,-117.9761157,-117.9760117,0.955471529
11,10,66,66,0,33.83716371,33.83589462,-117.9722592,-117.9761408,0.267480061
12,11,66,66,0,33.81790755,33.81024667,-117.9292006,-117.8993654,2.222082517
13,12,66,66,0,33.84716815,33.82772189,-117.9057943,-117.8993493,1.394520363
14,13,66,66,0,33.82668375,33.82552884,-117.9024838,-117.9024028,0.102313082
15,14,66,66,0,33.82497397,33.81318375,-117.9023643,-117.8983093,0.847508636
16,15,66,66,0,33.82552884,33.82497397,-117.9024028,-117.9023643,0.049153977
17,16,66,66,0,33.82552884,33.81379695,-117.9024028,-117.8983158,0.842605811
18,17,66,66,0,33.83107437,33.82698935,-117.9113015,-117.9025256,0.884858885
19,18,66,66,0,33.85342619,33.85919895,-117.8570327,-117.8549927,0.456168384
20,19,66,66,0,33.85919895,33.86836439,-117.8549927,-117.8312141,1.790796579
21,20,66,66,0,33.85793235,33.85342619,-117.8600204,-117.8570327,0.407827032
22,21,66,66,0,33.86519718,33.86773205,-117.8065639,-117.8262046,1.143414779
23,22,66,66,0,33.86773205,33.86836439,-117.8262046,-117.8312141,0.293170899
24,23,66,66,0,33.81746857,33.81780686,-117.9750924,-117.9444128,1.765210434
25,24,66,66,0,33.81780686,33.81782087,-117.9444128,-117.9388531,0.360502661
26,25,66,66,0,33.81782087,33.81788485,-117.9388531,-117.9327062,0.35367104
27,26,66,66,0,33.81788485,33.80803397,-117.9327062,-117.9332036,0.701712174
28,27,66,66,0,33.81788485,33.81790755,-117.9327062,-117.9292006,0.201683997
29,28,66,66,0,33.83716371,33.81707144,-117.9722592,-117.9764882,1.52670122
30,29,66,66,0,33.83773872,33.83962526,-117.9677759,-117.9676053,0.135369461
31,30,66,66,0,33.83962526,33.84682466,-117.9676053,-117.9236109,3.175372976
32,31,66,66,0,33.84682466,33.85078004,-117.9236109,-117.923438,0.308145847
33,32,66,66,0,33.85078004,33.85251418,-117.923438,-117.9199917,0.302831838
34,33,66,66,0,33.85251418,33.84837748,-117.9199917,-117.9106911,0.82774968
35,34,66,66,0,33.83750104,33.82741757,-117.9680094,-117.9287582,2.956013992
36,35,66,66,0,33.82741757,33.82940295,-117.9287582,-117.9194927,0.551767134
37,36,66,66,0,33.82939938,33.84837513,-117.9194915,-117.9107694,1.985064052
38,37,66,66,0,33.83100548,33.82694691,-117.9112902,-117.9024993,0.852202641
39,38,66,66,0,33.83099099,33.81795501,-117.9112808,-117.9060452,1.141022082
40,39,66,66,0,33.81035559,33.80718138,-117.9016493,-117.9022874,0.281288858
41,40,66,66,0,33.81795501,33.81796374,-117.9060452,-117.9039588,0.120027493
42,41,66,66,0,33.81796374,33.82497397,-117.9039588,-117.9023643,0.659885907
43,42,66,66,0,33.81094033,33.81796374,-117.90185,-117.9039588,0.500630208
44,43,66,66,0,33.81035559,33.81094033,-117.9016493,-117.90185,0.053776053
45,44,66,66,0,33.80718138,33.80468917,-117.9022874,-117.9022983,0.171811148
46,45,66,66,0,33.85919895,33.85793235,-117.8549927,-117.8600204,0.302027871
47,46,66,66,0,33.85793235,33.85446865,-117.8600204,-117.8749477,0.893184516
48,47,66,66,0,33.85825575,33.86519718,-117.8071062,-117.8065639,0.525548287
49,48,66,66,0,33.85446865,33.85388744,-117.8749477,-117.8765408,0.151146855
50,49,66,66,0,33.85388744,33.85282342,-117.8765408,-117.8809189,0.262330449
51,50,66,66,0,33.85282342,33.85118011,-117.8809189,-117.880653,0.152614303
52,51,66,66,0,33.85118011,33.84715568,-117.880653,-117.8871492,0.643263389
53,52,66,66,0,33.84715568,33.8277273,-117.8871492,-117.8993266,2.075891547
54,53,66,66,0,33.82772189,33.8268833,-117.8993493,-117.9024927,0.193330078
55,54,66,66,0,33.8277273,33.82679425,-117.8993266,-117.9024544,0.20253515
56,55,66,66,0,33.81334919,33.81023134,-117.8978326,-117.8988155,0.289177447
57,56,66,66,0,33.81379695,33.81023082,-117.8983158,-117.898909,0.356422856
58,57,66,66,0,33.81318375,33.81023675,-117.8983093,-117.8992589,0.277004406
59,58,66,66,0,33.86466732,33.85629002,-117.7463288,-117.7683941,2.09453613
60,59,66,66,0,33.86464934,33.85762762,-117.7462665,-117.7704809,1.935452459
61,60,66,66,0,33.8562464,33.85762762,-117.768354,-117.7704809,0.186743394
62,61,66,66,0,33.85762762,33.86144081,-117.7704809,-117.773605,0.3243024
63,62,66,66,0,33.85969368,33.85944211,-117.7929253,-117.7982429,0.308466245
64,63,66,66,0,33.85944211,33.85938226,-117.7982429,-117.8024224,0.240447488
65,64,66,66,0,33.86340338,33.86428998,-117.7747162,-117.7754624,0.095661546
66,65,66,66,0,33.86428998,33.8592124,-117.7754624,-117.7883836,0.855272402
67,66,66,66,0,33.86144081,33.86340338,-117.773605,-117.7747162,0.149615122
68,67,66,66,0,33.86340338,33.8592124,-117.7747162,-117.7883836,0.881047366
69,68,66,66,0,33.85969368,33.8592124,-117.7929253,-117.7883836,0.264122814
70,69,66,66,0,33.85535778,33.85969461,-117.8352074,-117.7929383,2.527507614
71,70,66,66,0,33.85540104,33.85366616,-117.8400428,-117.8467354,0.404226335
72,71,66,66,0,33.85365827,33.85049901,-117.846767,-117.8593125,0.753805424
73,72,66,66,0,33.85366616,33.85800876,-117.8467354,-117.8619865,1.295812084
74,73,66,66,0,33.85049901,33.83836233,-117.8593125,-117.8785415,1.833273198
75,74,66,66,0,33.83836233,33.81024508,-117.8785415,-117.8986053,3.24663422
76,75,66,66,0,33.85762762,33.8579114,-117.7704809,-117.7912907,1.761225448
77,76,66,66,0,33.8579114,33.85707652,-117.7912907,-117.7982795,0.406026686
78,77,66,66,0,33.85707652,33.8577673,-117.7982795,-117.8072684,0.522315998
79,78,66,66,0,33.80468917,33.80467588,-117.9022983,-117.9010102,0.114793804
80,79,66,66,0,33.80398753,33.80804031,-117.9003445,-117.9330603,2.267858723
81,80,230,230,0,33.59107725,33.70464552,-114.9020467,-115.6266451,49.76830355
82,81,230,230,0,33.61590576,33.59107725,-114.6842058,-114.9020467,16.70190059
83,82,230,230,0,41.50099316,42.00468946,-120.5334957,-121.3174445,67.46449461
84,83,66,66,0,34.26864839,34.26510015,-116.8148705,-116.8149259,0.246635727
85,84,66,66,0,34.27264762,34.26643367,-116.8401627,-116.8312401,0.934351783
86,85,66,66,0,34.29415753,34.27264762,-116.8228536,-116.8401627,2.944004386
87,86,66,66,0,34.26643367,34.26639557,-116.8312401,-116.8310554,0.013913725
88,87,66,66,0,34.26510015,34.29415753,-116.8149259,-116.8228536,4.871358328
89,88,66,66,0,34.26510015,34.26123927,-116.8149259,-116.8263422,0.74232924
90,89,66,66,0,34.26123927,34.25062959,-116.8263422,-116.8270486,0.901183092
91,90,66,66,0,34.26643367,34.26118512,-116.8312401,-116.8312596,0.361951111
92,91,66,66,0,34.26118512,34.26123927,-116.8312596,-116.8263422,0.281522318
93,92,66,66,0,34.26118321,34.25778978,-116.8312597,-116.8662346,2.237195901
94,93,66,66,0,34.24836087,34.25004475,-116.8663019,-116.8833785,1.095738973
95,94,66,66,0,34.2471968,34.24708119,-116.8857697,-116.885508,0.021692535
96,95,66,66,0,34.24767681,34.2471968,-116.885713,-116.8857697,0.042653815
97,96,66,66,0,34.25004475,34.24767681,-116.8833785,-116.885713,0.213341922
98,97,66,66,0,34.25778978,34.24836087,-116.8662346,-116.8663019,0.692092456
99,98,66,66,0,34.25779169,34.26182095,-116.8662346,-116.8666648,0.315640166
100,99,66,66,0,34.27264762,34.26864519,-116.8401627,-116.849682,0.614950467
101,100,66,66,0,34.26864519,34.26539198,-116.849682,-116.8495717,0.225022658
102,101,66,66,0,34.26864519,34.26532955,-116.849682,-116.8662641,1.01732754
103,102,66,66,0,34.26532955,34.26185925,-116.8662641,-116.8665818,0.256683279
104,103,66,66,0,34.26532955,34.26109751,-116.8662641,-116.88206,1.028246577
105,104,66,66,0,34.26109751,34.26132454,-116.88206,-116.8821904,0.022225935
106,105,66,66,0,34.26109751,34.25004665,-116.88206,-116.8833785,0.908939045
107,106,66,66,0,34.24767747,34.25268126,-116.8857141,-116.8914448,0.559997731
108,107,66,66,0,34.24006968,34.23990546,-116.9103761,-116.9097129,0.050616301
109,108,66,66,0,34.23990546,34.24540882,-116.9097129,-116.9003761,1.025271834
110,109,66,66,0,34.24537445,34.23715608,-116.9004484,-116.8896861,1.256772912
111,110,66,66,0,34.23715608,34.23620135,-116.8896861,-116.8896699,0.084444318
112,111,66,66,0,34.24719681,34.24767747,-116.8857698,-116.8857141,0.042703996
113,112,66,66,0,34.23715608,34.23715814,-116.8896861,-116.8886273,0.07741383
114,113,66,66,0,34.23715814,34.23679325,-116.8886273,-116.8745793,0.811165378
115,114,66,66,0,34.23715814,34.24719681,-116.8886273,-116.8857698,0.864341132
116,115,66,66,0,34.24836087,34.23679325,-116.8663019,-116.8745793,1.27519067
117,116,66,66,0,34.22815222,34.22681072,-116.8619057,-116.8637955,0.154665772
118,117,66,66,0,34.23679325,34.22815222,-116.8745793,-116.8619057,1.192222996
119,118,66,66,0,34.22815222,34.22430904,-116.8619057,-116.857889,0.360306922
120,119,66,66,0,34.23990546,34.1957231,-116.9097129,-116.9123756,3.417766265
121,120,66,66,0,39.40003621,39.4000619,-120.1493882,-120.1499051,0.035398069
122,121,66,66,0,39.40007937,39.41709422,-120.1499392,-120.1805251,2.937068008
123,122,115,115,0,37.80942383,37.87509066,-120.2983713,-119.9657815,20.08917462
124,123,115,115,0,37.87759055,37.87506067,-119.9534131,-119.9654087,0.709797587
125,124,115,115,0,37.80942061,37.71965239,-120.2989394,-120.9213782,35.03918245
126,125,115,115,0,37.71965239,37.71957544,-120.9213782,-120.9215648,0.014721426
127,126,115,115,0,37.71957544,37.6912574,-120.9215648,-121.0207952,5.780805365
128,127,115,115,0,37.74205858,37.80942383,-120.8019492,-120.2983713,28.32832607
129,128,115,115,0,37.74190154,37.69115509,-120.8030123,-121.0208128,12.47783765
130,129,115,115,0,37.69112818,37.62399747,-121.0212994,-121.354482,19.0570761
131,130,115,115,0,37.62399747,37.50170974,-121.354482,-121.98778,38.63979037
132,131,115,115,0,37.87509066,37.89662992,-119.9657815,-119.9685839,1.597523362
133,132,115,115,0,37.71308885,37.71957544,-120.9209594,-120.9215648,0.473943189
134,133,115,115,0,37.71309083,37.71965239,-120.9209941,-120.9213782,0.468523898
135,134,115,115,0,37.61726781,37.62399747,-121.356183,-121.354482,0.584794708
136,136,230,230,0,33.67346944,33.19279341,-116.1154277,-115.4343683,54.90410655
137,137,115,115,0,33.63873607,33.63873258,-116.1361762,-116.1358341,0.025190776
138,138,115,115,0,33.52294482,33.52319702,-115.921814,-115.9216562,0.025156509
139,139,115,115,0,33.56943468,33.55500858,-116.1125955,-116.0600819,3.492979841
140,140,115,115,0,33.63873258,33.56943468,-116.1358341,-116.1125955,5.877827238
141,141,115,115,0,33.55500858,33.52294482,-116.0600819,-115.921814,8.636650256
142,142,230,230,0,32.77078864,33.19124294,-115.2739808,-115.4319016,31.35534832
143,143,230,230,0,33.19124294,33.19236308,-115.4319016,-115.4341451,0.151727295
144,144,115,115,0,32.80280719,32.75186664,-115.5366609,-115.2725516,18.66022644
145,145,115,115,0,32.75186664,32.70624993,-115.2725516,-115.2179823,6.286483446
146,146,115,115,0,32.79147364,32.79662143,-115.6946566,-115.6903145,0.639027862
147,147,115,115,0,32.79965875,32.79996284,-115.6548173,-115.5788951,4.423150026
148,148,115,115,0,32.79662143,32.79965875,-115.6903145,-115.6548173,2.279443886
149,149,115,115,0,32.76690154,32.78117249,-115.2721584,-115.3487195,4.797744286
150,150,115,115,0,32.78117249,32.78142617,-115.3487195,-115.5094694,9.390679401
151,151,115,115,0,32.7977246,32.79632423,-115.50983,-115.5356139,1.512248132
152,152,115,115,0,32.78142617,32.7977246,-115.5094694,-115.50983,1.125410237
153,153,115,115,0,32.76690154,32.77003298,-115.2721584,-115.2736359,0.23275342
154,154,115,115,0,33.67342262,33.24227704,-116.1151282,-115.501121,50.11066009
155,155,115,115,0,32.8017428,32.80351514,-115.538242,-115.5425083,0.372028356
156,156,115,115,0,32.80351495,33.58421959,-115.5425586,-116.0954576,68.86038327
157,157,115,115,0,33.58421959,33.67238194,-116.0954576,-116.1153927,6.503543739
158,158,66,66,0,32.79181489,32.79374497,-115.8577944,-115.7784248,4.800217549
159,159,115,115,0,33.19234717,33.19128914,-115.4344569,-115.5448263,6.420278436
160,160,115,115,0,33.19129178,33.2344301,-115.5450249,-115.5018192,5.492624394
161,161,115,115,0,33.18028155,33.24201221,-115.4499616,-115.5008138,6.307571261
162,162,115,115,0,33.18028155,32.80269723,-115.4499616,-115.5363876,31.07954383
163,163,115,115,0,33.24219173,33.61182641,-115.500815,-114.6803137,60.85054426
164,164,115,115,0,32.88061258,33.02412101,-115.7434426,-115.977033,17.00592562
165,165,115,115,0,33.02412101,33.10051054,-115.977033,-116.1153545,9.847701806
166,166,115,115,0,32.81858516,32.81826566,-115.5779858,-115.5525336,1.483410756
167,167,115,115,0,32.70470132,32.73673941,-115.2178644,-114.7147136,32.15831973
168,168,115,115,0,32.76029157,32.7198322,-114.7487769,-114.7106304,4.70888063
169,169,115,115,0,32.76038305,32.75011181,-114.7489396,-114.714923,2.255196221
170,170,115,115,0,32.75011181,32.75186664,-114.714923,-115.2725516,37.14325922
171,171,115,115,0,32.73668127,32.75011181,-114.7125032,-114.714923,0.970702705
172,172,66,66,0,32.70943654,32.71464196,-115.5167914,-115.5168794,0.358744417
173,173,66,66,0,32.71464196,32.78142617,-115.5168794,-115.5094694,5.104435992
174,174,66,66,0,32.76031369,32.71115437,-114.7485228,-114.9425127,14.56894114
175,175,115,115,0,33.55500362,33.55580048,-116.0600852,-116.060288,0.0720416
176,176,115,115,0,33.88786981,33.7293941,-116.3553926,-116.1637061,16.45543288
177,177,115,115,0,33.7293941,33.67706191,-116.1637061,-116.1716014,3.827783136
178,178,115,115,0,33.67706191,33.67670385,-116.1716014,-116.1722576,0.057750839
179,179,115,115,0,33.67212655,33.58692422,-116.1153527,-116.0883291,7.677683721
180,180,115,115,0,32.7362642,32.72010691,-114.7128211,-114.7218834,1.275797133
181,181,115,115,0,32.70624838,32.70653301,-115.2176809,-115.1263193,5.335146609
182,182,115,115,0,32.70653301,32.70612619,-115.1263193,-115.1263243,0.035980952
183,183,115,115,0,32.70653301,32.70628702,-115.1263193,-115.031136,5.566994808
184,184,115,115,0,33.67590111,33.67147743,-116.1724909,-116.1576905,0.958951862
185,185,115,115,0,33.67147743,33.6721282,-116.1576905,-116.115553,2.470121116
186,186,115,115,0,33.67212842,33.67147743,-116.1156562,-116.1576905,2.454461956
187,187,230,230,0,33.67344511,33.82983924,-116.115687,-116.3708015,19.2740597
188,188,115,115,0,33.28529087,33.12538533,-115.9698316,-115.9784275,11.39849259
189,189,115,115,0,33.12538533,33.02412101,-115.9784275,-115.977033,6.996185426
190,190,115,115,0,33.79797319,33.77345347,-116.2868134,-116.2845082,1.874623582
191,191,115,115,0,33.8093988,33.80913257,-116.388592,-116.388022,0.048050075
192,192,115,115,0,33.80913257,33.80162456,-116.388022,-116.3706901,1.167473924
193,193,115,115,0,33.80162456,33.81640494,-116.3706901,-116.3531465,1.999786434
194,194,115,115,0,33.81640494,33.79797319,-116.3531465,-116.2868134,4.944431343
195,195,115,115,0,33.79797319,33.79769706,-116.2868134,-116.2869121,0.025475401
196,196,115,115,0,33.77345347,33.7426891,-116.2845082,-116.2553576,3.995284104
197,197,115,115,0,33.7426891,33.72633159,-116.2553576,-116.2540848,1.189274787
198,198,115,115,0,33.72633159,33.72602895,-116.2540848,-116.2543205,0.031889762
199,199,115,115,0,33.72633159,33.6996825,-116.2540848,-116.2471188,2.161944916
200,200,115,115,0,33.6996825,33.69984601,-116.2471188,-116.2426567,0.258770676
201,201,115,115,0,33.69984601,33.69967154,-116.2426567,-116.2428683,0.021919941
202,202,115,115,0,33.69984601,33.69994323,-116.2426567,-116.2340125,0.498016841
203,203,115,115,0,33.69994323,33.68578049,-116.2340125,-116.2168422,2.000798344
204,204,115,115,0,33.68579229,33.67654852,-116.216862,-116.1724873,3.92364521
205,205,115,115,0,33.70936129,33.70959566,-116.2323222,-116.233964,0.112798697
206,206,115,115,0,33.70959566,33.73159988,-116.233964,-116.2341831,1.535642738
207,207,115,115,0,33.73159988,33.73144574,-116.2341831,-116.2341821,0.01363229
208,208,115,115,0,33.73159988,33.7348028,-116.2341831,-116.2428934,0.563272825
209,209,115,115,0,33.7348028,33.7426891,-116.2428934,-116.2553576,0.935148544
210,210,115,115,0,33.7426891,33.74385946,-116.2553576,-116.2428608,0.788259104
211,211,115,115,0,33.74373808,33.74289116,-116.1991317,-116.1965211,0.19092937
212,212,115,115,0,33.74385946,33.74373808,-116.2428608,-116.1991317,2.525355943
213,213,115,115,0,33.7348028,33.74385946,-116.2428934,-116.2428608,0.62424075
214,214,115,115,0,33.70959566,33.69994323,-116.233964,-116.2340125,0.665283185
215,215,115,115,0,33.74373808,33.72932785,-116.1991317,-116.1991432,0.993938221
216,216,115,115,0,33.72932785,33.71887055,-116.1991432,-116.1986933,0.849716448
217,217,115,115,0,33.71887055,33.67706191,-116.1986933,-116.1716014,3.870740176
218,218,115,115,0,33.72932785,33.7293941,-116.1991432,-116.1637061,2.04101176
219,219,115,115,0,33.71423926,33.70817416,-116.2867135,-116.2863242,0.442342039
220,220,115,115,0,33.70817416,33.69966638,-116.2863242,-116.2699725,1.514662751
221,221,115,115,0,33.69966638,33.69920154,-116.2699725,-116.2699972,0.04115045
222,222,115,115,0,33.69966638,33.67108916,-116.2699725,-116.2649943,2.219489316
223,223,115,115,0,33.67108916,33.67162743,-116.2649943,-116.2650374,0.047710003
224,224,115,115,0,33.67108916,33.6712737,-116.2649943,-116.2513763,0.788137584
225,225,115,115,0,33.6712737,33.6996825,-116.2513763,-116.2471188,2.221369125
226,226,115,115,0,33.6712737,33.63045008,-116.2513763,-116.2392285,4.418299811
227,227,115,115,0,33.67654852,33.65678785,-116.1724873,-116.1730042,1.366153782
228,228,115,115,0,33.43710288,33.41208471,-116.0715527,-116.0502533,2.191109223
229,229,115,115,0,33.41208471,33.41180062,-116.0502533,-116.0507368,0.043649688
230,230,115,115,0,33.62743381,33.52524292,-116.1813332,-116.1389426,8.57654901
231,231,115,115,0,33.52524292,33.43710288,-116.1389426,-116.0715527,7.356047589
232,232,115,115,0,33.65678785,33.62743381,-116.1730042,-116.1813332,2.539044583
233,233,115,115,0,33.63873199,33.65677866,-116.1358341,-116.1439949,1.355624441
234,234,115,115,0,33.65677866,33.66956062,-116.1439949,-116.1571808,1.467667912
235,235,115,115,0,33.66956062,33.66994246,-116.1571808,-116.157233,0.033987668
236,236,115,115,0,33.66956062,33.67654852,-116.1571808,-116.1724873,1.126110586
237,237,115,115,0,33.65677866,33.65678785,-116.1439949,-116.1730042,1.672010867
238,238,115,115,0,33.52524292,33.52518812,-116.1389426,-116.1131957,1.486410765
239,239,115,115,0,33.52518812,33.52501628,-116.1131957,-116.1131999,0.015200628
240,240,115,115,0,33.52518812,33.56943413,-116.1131957,-116.1125955,3.059510889
241,241,115,115,0,33.62743381,33.63045008,-116.1813332,-116.2392285,3.549363975
242,242,115,115,0,33.28529087,33.32537658,-115.9698316,-115.9992559,3.26355652
243,243,115,115,0,33.32537658,33.41208471,-115.9992559,-116.0502533,6.95789474
244,244,115,115,0,33.43714385,33.43710288,-116.0598154,-116.0715527,0.687017435
245,245,115,115,0,32.82670767,32.82728787,-115.7889375,-115.7701771,1.128087416
246,246,115,115,0,32.82728787,32.79374497,-115.7701771,-115.7784248,2.826566786
247,247,115,115,0,32.79374497,32.79147364,-115.7784248,-115.6946566,5.089442693
248,248,115,115,0,32.79662143,32.81115955,-115.6903145,-115.6810845,1.51442124
249,249,115,115,0,32.81115955,32.81140158,-115.6810845,-115.6804236,0.053585562
250,250,115,115,0,32.81115955,32.8038179,-115.6810845,-115.6548296,2.031743217
251,251,115,115,0,32.8038179,32.80379863,-115.6548296,-115.6381268,0.972093782
252,252,66,66,0,32.752714,32.75250849,-115.6376739,-115.5776647,3.509385865
253,253,66,66,0,32.75250849,32.76708087,-115.5776647,-115.5403885,3.583612979
254,254,66,66,0,32.76708087,32.76724322,-115.5403885,-115.5383426,0.133079795
255,255,66,66,0,32.76708087,32.77337941,-115.5403885,-115.5429353,0.458662913
256,256,66,66,0,32.77337941,32.77425337,-115.5429353,-115.5432916,0.081707706
257,257,66,66,0,32.79172379,32.79632529,-115.5488578,-115.5489203,0.317112774
258,258,66,66,0,32.7815271,32.79172379,-115.5462175,-115.5488578,0.75370544
259,259,66,66,0,32.77425337,32.7815271,-115.5432916,-115.5462175,0.529398303
260,260,115,115,0,32.80010951,32.79631746,-115.5537209,-115.5493196,0.419148297
261,261,115,115,0,32.79631746,32.79611757,-115.5493196,-115.5382718,0.644794756
262,262,115,115,0,32.79611757,32.79632423,-115.5382718,-115.5356139,0.168455031
263,263,115,115,0,32.79632423,32.80167017,-115.5356139,-115.5374965,0.499390703
264,264,115,115,0,32.7977246,32.81100009,-115.50983,-115.5097465,2.19695815
265,265,115,115,0,32.95610506,32.95561197,-115.5356508,-115.5357576,0.044323064
266,266,115,115,0,32.81176788,32.91296015,-115.5357961,-115.5356477,6.973566803
267,267,115,115,0,32.91296015,32.95610506,-115.5356477,-115.5356508,2.973325064
268,268,115,115,0,32.81100009,32.81176788,-115.5097465,-115.5357961,1.561446977
269,269,115,115,0,32.81100009,32.82020657,-115.5097465,-115.5101858,0.659092059
270,270,115,115,0,32.91296015,32.90606613,-115.5356477,-115.5139051,1.816698743
271,271,115,115,0,32.75921152,32.71470983,-115.5339789,-115.5345372,3.116248095
272,272,115,115,0,32.8038179,32.79965875,-115.6548296,-115.6548173,0.286609997
273,273,66,66,0,32.76724322,32.76688597,-115.5383426,-115.5382905,0.031831754
274,274,66,66,0,32.82564471,32.84758741,-115.5948491,-115.5693576,2.987480729
275,275,66,66,0,32.76695835,32.79649393,-115.5692343,-115.5948671,6.455812135
276,276,66,66,0,32.85361028,32.85452076,-115.5693358,-115.5649616,0.312266937
277,277,66,66,0,32.84758741,32.85361028,-115.5693576,-115.5693358,0.415074541
278,278,66,66,0,32.79649393,32.82564471,-115.5948671,-115.5948491,2.008905338
279,279,66,66,0,32.76688597,32.76695835,-115.5382905,-115.5692343,1.80226458
280,280,66,66,0,32.76724322,32.80167017,-115.5383426,-115.5374965,2.656267555
281,281,66,66,0,32.76688597,32.75924074,-115.5382905,-115.5339731,0.739969224
282,282,66,66,0,32.77425337,32.78159516,-115.5432916,-115.53553,0.91816202
283,283,66,66,0,32.78159516,32.80167017,-115.53553,-115.5374965,1.446261858
284,284,66,66,0,32.7815271,32.78111275,-115.5462175,-115.5779496,1.869501793
285,285,115,115,0,32.78111275,32.79962841,-115.5779496,-115.5790927,1.318425716
286,286,66,66,0,32.75250849,32.78111728,-115.5776647,-115.5779533,1.984764549
287,287,66,66,0,32.78111275,32.79649393,-115.5779496,-115.5948671,2.02645087
288,288,66,66,0,32.7815271,32.78157591,-115.5462175,-115.5437454,0.143948091
289,289,66,66,0,32.78157591,32.79172379,-115.5437454,-115.5488578,0.977335283
290,290,66,66,0,32.78157591,32.78159516,-115.5437454,-115.53553,0.478237064
291,291,115,115,0,32.79843491,32.79611757,-115.5385224,-115.5382718,0.162263831
292,292,66,66,0,32.79632529,32.79622454,-115.5489203,-115.5378901,0.642843976
293,293,66,66,0,32.79622454,32.8016555,-115.5378901,-115.5375106,0.415327288
294,294,66,66,0,32.79644361,32.80167017,-115.5486778,-115.5374965,0.988532201
295,295,66,66,0,32.8016555,32.79622454,-115.5375106,-115.5378901,0.377711856
296,296,66,66,0,32.79644361,32.79828393,-115.5486778,-115.5487171,0.127898696
297,297,66,66,0,32.8475003,32.84759396,-115.5102118,-115.5356059,1.478505514
298,298,66,66,0,32.84759396,32.8016555,-115.5356059,-115.5375106,3.20718083
299,299,66,66,0,32.95605807,32.90603017,-115.5179859,-115.5139045,4.266184747
300,300,66,66,0,32.8475003,32.90265859,-115.5102118,-115.5118956,4.015637487
301,301,115,115,0,32.81176788,32.8016555,-115.5357961,-115.5375106,0.743165249
302,302,66,66,0,32.84759396,32.84758741,-115.5356059,-115.5693576,1.963522645
303,303,66,66,0,32.85361028,32.9125036,-115.5693358,-115.5704669,4.129854578
304,304,66,66,0,32.9125036,32.91264623,-115.5704669,-115.570511,0.013032163
305,305,66,66,0,32.9125036,32.91251785,-115.5704669,-115.5681634,0.133898542
306,306,66,66,0,32.91251785,32.91232648,-115.5681634,-115.5514067,0.974248299
307,307,66,66,0,32.91232648,32.95603933,-115.5514067,-115.5369316,3.134832513
308,308,66,66,0,32.95603933,32.95561197,-115.5369316,-115.5357576,0.094966368
309,309,66,66,0,32.95603933,32.91264623,-115.5369316,-115.570511,4.545015855
310,310,115,115,0,32.95561197,32.96854141,-115.5357576,-115.5348382,1.098226665
311,311,115,115,0,32.95610506,32.96189199,-115.5356508,-115.5350426,0.486494593
312,312,115,115,0,32.96189199,32.96847474,-115.5350426,-115.5347133,0.458560192
313,313,115,115,0,32.96189199,32.96339355,-115.5350426,-115.5179097,1.072686282
314,314,115,115,0,33.0010027,32.99896979,-115.5185251,-115.518888,0.169463157
315,315,115,115,0,33.00114517,33.0010027,-115.5094312,-115.5185251,0.538175451
316,316,115,115,0,32.97877259,33.00114517,-115.5006514,-115.5094312,2.045250707
317,317,115,115,0,32.963392,32.97877259,-115.5094863,-115.5006514,1.575516191
318,318,115,115,0,32.96339355,32.963392,-115.5179097,-115.5094863,0.48934628
319,319,66,66,0,32.95610506,32.95629134,-115.5356508,-115.5178898,1.033792791
320,320,66,66,0,32.95629134,32.96339355,-115.5178898,-115.5179097,0.489439231
321,321,66,66,0,32.95629134,32.95605807,-115.5178898,-115.5179859,0.02182814
322,322,66,66,0,32.77337941,32.68708895,-115.5429353,-115.4907606,9.038431677
323,323,66,66,0,32.76358178,32.76695835,-115.5653727,-115.5692343,0.464277183
324,324,66,66,0,32.76360364,32.77337941,-115.5653527,-115.5429353,2.016312597
325,325,66,66,0,32.82564471,32.85452076,-115.5948491,-115.5649616,3.876691248
326,326,66,66,0,32.963392,32.95629134,-115.5094863,-115.5178898,0.953626457
327,327,66,66,0,32.75249178,32.82564471,-115.63767,-115.5948491,8.555879955
328,328,115,115,0,32.78117249,32.80342714,-115.3487195,-115.3720074,2.23254599
329,329,115,115,0,32.80342714,32.81241776,-115.3720074,-115.3880027,1.791234536
330,330,66,66,0,32.81241776,32.97877259,-115.3880027,-115.5006514,17.84144018
331,331,66,66,0,32.66909626,32.68593785,-115.500267,-115.5076148,1.253841945
332,332,66,66,0,32.68593785,32.68598424,-115.5076148,-115.5085463,0.069457148
333,333,66,66,0,32.66909626,32.6700212,-115.500267,-115.4362959,4.026404989
