Generator Number,Bus Number,PlantCode,Lon,FuelType,GenId,Lat,GenBusDistance
2074,9431,61722,-117.852086,Batteries,IRV01,33.713489,0.053542497
2075,9431,61722,-117.852086,Batteries,IRV1W,33.713489,0.053542497
2076,9222,61723,-117.768222,Batteries,IRV06,33.665246,0.042276476
2077,9222,61723,-117.768222,Batteries,IRV2W,33.665246,0.042276476
2078,310,61750,-115.619,Solar Photovoltaic,WICA,32.676,8.706326536
2079,394,61754,-118.602184,Natural Gas Internal Combustion Engine,1,35.096709,3.471244503
2080,394,61754,-118.602184,Natural Gas Internal Combustion Engine,2,35.096709,3.471244503
2081,9033,61791,-122.542866,Solar Photovoltaic,5001,38.216841,5.085481365
2082,1762,61792,-122.663388,Solar Photovoltaic,5002,38.194599,4.999296002
2083,1301,61824,-117.27326,Solar Photovoltaic,RPU2,34.11193,1.151102124
2084,1069,61834,-116.905874,Solar Photovoltaic,SCSP1,33.767061,3.653276696
2085,1448,61843,-117.004884,Solar Photovoltaic,10276,32.586536,3.397498134
2086,3009,61846,-119.375097,Other Waste Biomass,MM27,36.187138,3.641791713
2087,9945,61894,-119.673088,Solar Photovoltaic,CR1,36.624512,3.38475272
2088,9945,61894,-119.673088,Solar Photovoltaic,CR2,36.624512,3.38475272
2089,9945,61894,-119.673088,Solar Photovoltaic,CR3,36.624512,3.38475272
2090,9945,61894,-119.673088,Solar Photovoltaic,CR4,36.624512,3.38475272
2091,783,61989,-119.97138,Solar Photovoltaic,PV,36.916111,0.751824507
2092,1625,61993,-121.593567,Batteries,GDCBA,37.003832,3.247857501
2093,1625,61993,-121.593567,Solar Photovoltaic,GDCPV,37.003832,3.247857501
2094,576,62004,-118.280345,Solar Photovoltaic,SPRWY,34.723748,1.017347992
2095,3077,62016,-117.33099,Solar Photovoltaic,UCRIV,33.97036,0.212053923
2096,1551,62020,-122.16077,Solar Photovoltaic,STANF,37.43434,1.427602247
2097,561,62028,-118.11357,Solar Photovoltaic,CSULB,33.78104,0.577567505
2098,9858,62052,-115.433783,Solar Photovoltaic,CIS1,33.191661,0.101122618
2099,692,62056,-117.972222,Solar Photovoltaic,LANC,34.743383,2.216597283
2100,3028,62077,-121.074115,Solar Photovoltaic,PV1,38.650627,0.527595184
2101,2344,62114,-121.385301,Solar Photovoltaic,ROSE,38.791779,0.16388345
2102,1293,62150,-117.570404,Solar Photovoltaic,SOLAR,34.148139,3.270635294
2103,348,62176,-119.611551,Natural Gas Fired Combustion Turbine,21Z,35.307555,0.860735859
2104,348,62176,-119.611551,Natural Gas Fired Combustion Turbine,PF,35.307555,0.860735859
2105,1424,62242,-117.07775,Solar Photovoltaic,SBRC,32.63266,2.055834451
2106,2510,62246,-121.723451,Solar Photovoltaic,TWSP,38.682746,3.208800436
2107,9721,62274,-119.127496,Solar Photovoltaic,LHSSP,35.364408,3.235620557
2108,2564,62275,-119.14888,Solar Photovoltaic,FHSSP,35.41824,3.663193542
2109,2746,62286,-118.392921,Solar Photovoltaic,W7188,34.224041,0.429402461
2110,9944,62287,-118.3055,Solar Photovoltaic,W7190,33.8482,0.206864785
2111,3044,62288,-118.384341,Solar Photovoltaic,VAL01,34.90422,6.819823381
2112,487,62378,-118.429836,Solar Photovoltaic,VSCFW,34.277355,2.69198737
2113,455,62418,-119.681495,Other Waste Biomass,4,36.18519,5.144453276
2114,455,62419,-119.681495,Other Waste Biomass,4,36.18519,5.144453276
2115,518,62458,-118.15191,Other Natural Gas,RAT00,34.08145,1.121859651
2116,1643,62459,-121.899969,Other Natural Gas,SMC01,37.378422,2.44359982
2117,537,62571,-118.43378,Other Natural Gas,DSY01,34.083387,3.545162068
2118,930,62573,-117.836821,Other Natural Gas,ATT56,33.684675,0.826984281
2119,509,62574,-118.448225,Other Natural Gas,ATT93,34.196324,3.589430624
2120,1631,62575,-121.894109,Other Natural Gas,FLX01,37.417288,0.549137387
2121,3148,62577,-122.006686,Other Natural Gas,AP11A,37.331666,1.044138023
2122,3148,62577,-122.006686,Other Natural Gas,AP11B,37.331666,1.044138023
2123,3148,62577,-122.006686,Other Natural Gas,AP11C,37.331666,1.044138023
2124,3148,62577,-122.006686,Other Natural Gas,AP11D,37.331666,1.044138023
2125,27,62578,-122.150665,Solar Photovoltaic,SLPV1,37.711995,0.265857792
2126,1383,62611,-117.035241,Solar Photovoltaic,HELIX,32.753281,1.511407418
2127,2788,62649,-122.231965,Solar Photovoltaic,SFDK,38.132245,2.105322641
2128,2050,62655,-120.262,Solar Photovoltaic,HLS,40.373,0.569618614
2129,2413,62671,-122.05211,Other Natural Gas,EQX1A,37.415092,1.058892574
2130,2413,62671,-122.05211,Other Natural Gas,EQX1B,37.415092,1.058892574
2131,2788,62687,-122.214014,Solar Photovoltaic,RPNPA,38.160858,2.556865869
2132,2788,62687,-122.214014,Solar Photovoltaic,RPNPB,38.160858,2.556865869
2133,2788,62687,-122.214014,Solar Photovoltaic,RPNPC,38.160858,2.556865869
2134,10113,62688,-121.738616,Solar Photovoltaic,MFARM,37.228736,0.564816512
2135,1615,62690,-121.861079,Solar Photovoltaic,GFARM,37.269039,2.742845256
2136,3154,62697,-121.96238,Other Natural Gas,NTL3A,37.38633,0.454447329
2137,3154,62697,-121.96238,Other Natural Gas,NTL3B,37.38633,0.454447329
2138,2483,62698,-117.84531,Other Natural Gas,KR059,33.85098,1.115538706
2139,2115,62699,-121.77182,Other Natural Gas,KSR24,37.95169,1.216174388
2140,2016,62700,-121.89419,Other Natural Gas,KSR23,37.69923,0.790892682
2141,10033,62701,-122.27305,Other Natural Gas,KS18A,38.25477,0.891113933
2142,10033,62701,-122.27305,Other Natural Gas,KS18B,38.25477,0.891113933
2143,1618,62702,-121.78259,Other Natural Gas,EQ14A,37.24097,1.17439215
2144,1618,62702,-121.78259,Other Natural Gas,EQ14B,37.24097,1.17439215
2145,1632,62703,-121.88896,Other Natural Gas,EQ13A,37.38846,2.235699659
2146,1632,62703,-121.88896,Other Natural Gas,EQ13B,37.38846,2.235699659
2147,744,62704,-118.38453,Other Natural Gas,EQX09,33.9212,0.098085743
2148,680,62705,-118.39463,Other Natural Gas,EQX08,33.92542,0.581940302
2149,1543,62732,-122.148864,Solar Photovoltaic,SSPAI,37.411011,2.957208077
2150,2945,62987,-116.999589,Solar Photovoltaic,GHSP,32.816542,2.381888713
2151,2035,63054,-117.965748,Solar Photovoltaic,CALTR,35.141374,0.301234461
2152,354,63078,-119.39522,Solar Photovoltaic,EGCRK,35.214023,2.157185614
2153,3197,63204,-119.566896,Solar Photovoltaic,HLS,36.140764,0.96343243
2154,10148,63285,-118.23853,Natural Gas Fired Combustion Turbine,79G1,33.778655,0.648784032
2155,626,63303,-117.99608,Solar Photovoltaic,AISP,33.878585,2.02709971
2156,2396,63361,-121.508945,Solar Photovoltaic,MIP2T,37.734761,2.435276994
2157,2849,63363,-121.24891,Solar Photovoltaic,NBS,37.894817,1.525026454
2158,763,63376,-117.58281,Solar Photovoltaic,PPHS,34.57654,12.53717401
2159,9365,63385,-118.510837,Solar Photovoltaic,CA135,34.433332,0.72171181
2160,1411,63412,-117.151635,Batteries,SDZOO,32.739676,2.192802597
2161,1864,63439,-119.374348,Other Natural Gas,CCFC1,36.18347,3.611191504
2162,1866,63455,-119.400823,Solar Photovoltaic,INV1,36.353675,1.448667369
2163,1866,63455,-119.400823,Solar Photovoltaic,INV2,36.353675,1.448667369
2164,882,63486,-121.636,Solar Photovoltaic,DA04,36.616,4.049491105
2165,2065,63493,-120.123352,Solar Photovoltaic,SIAD,40.15006,4.038253282
2166,2035,63516,-117.981,Solar Photovoltaic,CACTY,35.157,1.953989753
2167,2698,63603,-117.19968,Other Natural Gas,ILM01,32.87302,1.320046752
2168,1618,63604,-121.78532,Other Natural Gas,EXN02,37.237,1.204808037
2169,1738,63605,-122.077759,Other Natural Gas,ATT35,38.236257,1.651256771
2170,509,63606,-118.456078,Other Natural Gas,ATT27,34.152191,3.718648631
2171,1618,63607,-121.78532,Other Natural Gas,EXN01,37.23811,1.122129219
2172,919,63609,-117.85381,Batteries,ALRGN,33.67239,0.578338142
2173,946,63610,-117.68412,Batteries,BAKER,33.656528,0.81411075
2174,561,63611,-118.10796,Batteries,CSULB,33.78383,0.059861068
2175,920,63612,-117.89108,Batteries,DATS0,33.70731,0.950188574
2176,2584,63613,-118.128919,Batteries,DOWNY,33.919368,0.209790678
2177,946,63614,-117.71377,Batteries,LAWRP,33.63778,2.711782548
2178,959,63616,-117.9409,Batteries,OCSD1,33.693129,0.545593386
2179,9222,63617,-117.777312,Batteries,SOCCD,33.676445,1.544663326
2180,24,63630,-121.874678,Solar Photovoltaic,AVHS,37.662431,1.745125001
2181,1474,63638,-121.53097,Other Natural Gas,CTC13,37.72201,1.567366568
2182,1861,63651,-119.30875,Solar Photovoltaic,5812,35.780407,0.379458183
2183,3162,63674,-118.241894,Solar Photovoltaic,DEDEA,34.013113,1.321851467
2184,3148,63699,-121.99894,Other Natural Gas,AGT0A,37.32489,0.3645976
2185,3148,63699,-121.99894,Other Natural Gas,AGT0B,37.32489,0.3645976
2186,1632,63701,-121.91676,Other Natural Gas,CST1A,37.40553,0.982151021
2187,1632,63701,-121.91676,Other Natural Gas,CST1B,37.40553,0.982151021
2188,1618,63704,-121.78308,Other Natural Gas,EQ10A,37.24212,1.095179963
2189,1618,63704,-121.78308,Other Natural Gas,EQ10B,37.24212,1.095179963
2190,3151,63705,-121.95495,Other Natural Gas,EQ11A,37.37816,0.133108036
2191,3151,63705,-121.95495,Other Natural Gas,EQ11B,37.37816,0.133108036
2192,3151,63705,-121.95495,Other Natural Gas,EQ11C,37.37816,0.133108036
2193,1618,63708,-121.7816,Other Natural Gas,EQ15A,37.24187,1.229003746
2194,1618,63708,-121.7816,Other Natural Gas,EQ15B,37.24187,1.229003746
2195,2412,63711,-122.024,Other Natural Gas,JSR00,37.4124,0.730276292
2196,2833,63712,-122.16471,Other Natural Gas,KSR28,37.70649,1.098249347
2197,9963,63714,-117.299,Other Natural Gas,GEN05,33.21086,3.307912884
2198,9249,63715,-121.94064,Other Natural Gas,SCU00,37.34994,0.698980528
2199,2585,63716,-118.29431,Other Natural Gas,KSR53,33.7902,0.607492554
2200,861,63717,-121.62428,Other Natural Gas,TLR0A,36.65676,0.552629019
2201,861,63717,-121.62428,Other Natural Gas,TLR0B,36.65676,0.552629019
2202,861,63717,-121.62428,Other Natural Gas,TLR0C,36.65676,0.552629019
2203,10078,63928,-121.93864,Solar Photovoltaic,6701,38.38867,2.086203932
2204,9537,0,-115.3809345,IMPORT,0,35.59884958,NaN
2205,9549,0,-118.782206,IMPORT,0,38.1494221,NaN
2206,3610,0,-114.9486361,IMPORT,0,35.25514158,NaN
2207,3611,0,-120.3708571,IMPORT,0,39.75717354,NaN
2208,3618,0,-120.0027832,IMPORT,0,39.46222543,NaN
2209,3638,0,-120.2884256,IMPORT,0,41.99307566,NaN
2210,3646,0,-122.3568937,IMPORT,0,42.01269199,NaN
2211,3648,0,-122.4010601,IMPORT,0,42.01085803,NaN
2212,3665,0,-123.54936,IMPORT,0,42.00590797,NaN
2213,5847,0,-114.4813682,IMPORT,0,33.56162137,NaN
2214,9387,0,-115.2135544,IMPORT,0,35.46642414,NaN
2215,5857,0,-114.7470324,IMPORT,0,35.09374047,NaN
2216,5934,0,-118.2200559,IMPORT,0,33.81592718,NaN
2217,7925,0,-117.3215932,IMPORT,0,34.74001839,NaN
2218,7940,0,-117.86607,IMPORT,0,37.48987602,NaN
2219,8022,0,-113.0343221,IMPORT,0,33.480884,NaN
2220,8038,0,-115.6806825,IMPORT,0,32.64847328,NaN
2221,8039,0,-114.3839282,IMPORT,0,32.78129791,NaN
2222,8044,0,-116.8835166,IMPORT,0,32.51672853,NaN
2223,8281,0,-117.0287711,IMPORT,0,32.54169504,NaN
2224,8901,0,-114.4127739,IMPORT,0,32.74411034,NaN
2225,8922,0,-114.1039135,IMPORT,0,34.28859027,NaN
2226,8944,0,-113.9142766,IMPORT,0,34.08666901,NaN
2227,1687,0,-120.0087249,IMPORT,0,39.52122896,NaN
2228,2527,0,-121.3901272,IMPORT,0,42.07986396,NaN
2229,2965,0,-114.1576279,IMPORT,0,34.31514786,NaN
