Generator Number,Bus Number,PlantCode,Lon,FuelType,GenId,Lat,GenBusDistance
1,998,34,-120.953341,Conventional Hydroelectric,1P,39.134259,1.803859546
2,2763,72,-118.4168,Conventional Hydroelectric,1,34.01135,0.03724993
3,2404,151,-120.93139,Petroleum Liquids,1,37.62936,0.012746618
4,2404,151,-120.93139,Natural Gas Fired Combustion Turbine,2,37.62936,0.012746618
5,2613,161,-120.594678,Conventional Hydroelectric,1,37.611461,3.884036118
6,2613,161,-120.594678,Conventional Hydroelectric,2,37.611461,3.884036118
7,2613,161,-120.594678,Conventional Hydroelectric,3,37.611461,3.884036118
8,1785,162,-120.746247,Conventional Hydroelectric,1,37.621536,3.699625353
9,1785,162,-120.746247,Conventional Hydroelectric,2,37.621536,3.699625353
10,2310,180,-121.86215,Conventional Hydroelectric,1,40.45193,0.921668628
11,997,214,-120.80355,Conventional Hydroelectric,1,39.215979,0.514517528
12,2096,215,-120.539444,Conventional Hydroelectric,1,38.071944,0.014531211
13,9378,219,-121.249438,Conventional Hydroelectric,1,40.007445,0.004579634
14,2909,220,-121.327692,Conventional Hydroelectric,H1,39.91062,0.040048046
15,2909,220,-121.327692,Conventional Hydroelectric,H2,39.91062,0.040048046
16,2313,221,-121.190663,Conventional Hydroelectric,1,40.175656,0.019483401
17,9914,222,-121.148241,Conventional Hydroelectric,1,40.085476,0.08202332
18,9914,222,-121.148241,Conventional Hydroelectric,2,40.085476,0.08202332
19,9914,222,-121.148241,Conventional Hydroelectric,3,40.085476,0.08202332
20,9914,223,-121.149373,Conventional Hydroelectric,4,40.085997,0.059643594
21,9914,223,-121.149373,Conventional Hydroelectric,5,40.085997,0.059643594
22,2306,227,-122.121904,Conventional Hydroelectric,1,40.404645,0.032713593
23,2297,229,-122.02093,Conventional Hydroelectric,1,40.570817,0.125518164
24,2297,229,-122.02093,Conventional Hydroelectric,2,40.570817,0.125518164
25,9950,235,-120.767437,Conventional Hydroelectric,1,39.256873,0.059769017
26,9950,235,-120.767437,Conventional Hydroelectric,2,39.256873,0.059769017
27,9950,235,-120.767437,Conventional Hydroelectric,3,39.256873,0.059769017
28,9950,235,-120.767437,Conventional Hydroelectric,4,39.256873,0.059769017
29,997,237,-120.835587,Conventional Hydroelectric,1,39.216985,2.279390403
30,160,238,-120.619152,Conventional Hydroelectric,1,38.793574,0.025820884
31,160,238,-120.619152,Conventional Hydroelectric,2,38.793574,0.025820884
32,9130,239,-120.669901,Conventional Hydroelectric,1,38.330985,0.062918769
33,9130,239,-120.669901,Conventional Hydroelectric,2,38.330985,0.062918769
34,9130,239,-120.669901,Conventional Hydroelectric,3,38.330985,0.062918769
35,2163,240,-119.02025,Conventional Hydroelectric,H1,36.927424,0.049772053
36,2163,240,-119.02025,Conventional Hydroelectric,H2,36.927424,0.049772053
37,1002,241,-121.041932,Conventional Hydroelectric,1,38.956985,0.026547803
38,481,242,-121.089479,Conventional Hydroelectric,1,40.268712,0.135013992
39,481,242,-121.089479,Conventional Hydroelectric,2,40.268712,0.135013992
40,1677,243,-121.544462,Conventional Hydroelectric,1,40.929297,0.032956674
41,9797,244,-121.548657,Conventional Hydroelectric,1,40.960675,0.034624944
42,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC1,40.7415,0.141448164
43,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC10,40.7415,0.141448164
44,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC2,40.7415,0.141448164
45,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC3,40.7415,0.141448164
46,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC4,40.7415,0.141448164
47,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC5,40.7415,0.141448164
48,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC6,40.7415,0.141448164
49,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC7,40.7415,0.141448164
50,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC8,40.7415,0.141448164
51,259,246,-124.2103,Natural Gas Internal Combustion Engine,IC9,40.7415,0.141448164
52,2311,248,-121.965502,Conventional Hydroelectric,1,40.400988,0.050699707
53,2288,249,-121.975182,Conventional Hydroelectric,1,40.992295,0.055447834
54,2288,249,-121.975182,Conventional Hydroelectric,2,40.992295,0.055447834
55,2178,250,-119.552826,Conventional Hydroelectric,H1,37.092486,0.030199023
56,2178,250,-119.552826,Conventional Hydroelectric,H3,37.092486,0.030199023
57,2296,253,-121.873253,Conventional Hydroelectric,1,40.677827,0.041052324
58,832,258,-120.329905,Conventional Hydroelectric,1,37.52301,0.043711218
59,9327,260,-121.782241,Natural Gas Fired Combined Cycle,CT1A,36.804837,0.597464061
60,9327,260,-121.782241,Natural Gas Fired Combined Cycle,CT1B,36.804837,0.597464061
61,9327,260,-121.782241,Natural Gas Fired Combined Cycle,CT2A,36.804837,0.597464061
62,9327,260,-121.782241,Natural Gas Fired Combined Cycle,CT2B,36.804837,0.597464061
63,9327,260,-121.782241,Natural Gas Fired Combined Cycle,ST1,36.804837,0.597464061
64,9327,260,-121.782241,Natural Gas Fired Combined Cycle,ST2,36.804837,0.597464061
65,75,261,-120.446396,Conventional Hydroelectric,1,38.147093,0.011955298
66,1896,264,-120.326537,Conventional Hydroelectric,1,38.032103,6.438920189
67,9925,265,-121.498243,Conventional Hydroelectric,H1,40.99084,0.043650402
68,9925,265,-121.498243,Conventional Hydroelectric,H2,40.99084,0.043650402
69,2286,267,-121.84944,Conventional Hydroelectric,1,40.986361,0.082305163
70,2286,267,-121.84944,Conventional Hydroelectric,2,40.986361,0.082305163
71,2291,268,-121.977594,Conventional Hydroelectric,H1,40.986197,0.103331805
72,2291,268,-121.977594,Conventional Hydroelectric,H2,40.986197,0.103331805
73,2291,268,-121.977594,Conventional Hydroelectric,H3,40.986197,0.103331805
74,2291,268,-121.977594,Conventional Hydroelectric,H4,40.986197,0.103331805
75,2289,269,-121.992906,Conventional Hydroelectric,H1,40.922568,0.057553782
76,2289,269,-121.992906,Conventional Hydroelectric,H2,40.922568,0.057553782
77,1968,274,-123.127934,Conventional Hydroelectric,1,39.361786,0.021488211
78,1968,274,-123.127934,Conventional Hydroelectric,2,39.361786,0.021488211
79,1968,274,-123.127934,Conventional Hydroelectric,3,39.361786,0.021488211
80,2909,275,-121.345226,Conventional Hydroelectric,H1,39.90521,1.635681813
81,2909,275,-121.345226,Conventional Hydroelectric,H2,39.90521,1.635681813
82,41,279,-120.21811,Conventional Hydroelectric,1,38.497914,0.062395384
83,41,279,-120.21811,Conventional Hydroelectric,2,38.497914,0.062395384
84,2310,280,-121.879186,Conventional Hydroelectric,1,40.395396,7.214953371
85,999,281,-120.644807,Conventional Hydroelectric,1,39.324613,8.464119886
86,999,282,-120.645375,Conventional Hydroelectric,1,39.324592,8.511576352
87,999,283,-120.635467,Conventional Hydroelectric,1,39.337679,8.11748887
88,1969,284,-120.11168,Conventional Hydroelectric,1,38.18653,0.024378862
89,2515,285,-120.370325,Conventional Hydroelectric,HC1,38.139048,0.128420092
90,9997,287,-120.492645,Conventional Hydroelectric,H1,38.449291,0.03454322
91,9997,287,-120.492645,Conventional Hydroelectric,H2,38.449291,0.03454322
92,2518,289,-118.707104,Conventional Hydroelectric,1,36.163076,7.955809994
93,2518,289,-118.707104,Conventional Hydroelectric,2,36.163076,7.955809994
94,2310,290,-121.86708,Conventional Hydroelectric,1,40.459111,0.073449943
95,2605,291,-120.549572,Conventional Hydroelectric,1,38.420898,0.021866885
96,2333,292,-121.098525,Conventional Hydroelectric,1,38.889862,0.007589629
97,2333,292,-121.098525,Conventional Hydroelectric,2,38.889862,0.007589629
98,2279,294,-122.335317,Conventional Hydroelectric,1,41.978914,0.118036555
99,2279,294,-122.335317,Conventional Hydroelectric,2,41.978914,0.118036555
100,9422,295,-122.358127,Conventional Hydroelectric,1,41.975716,0.301308294
101,9422,295,-122.358127,Conventional Hydroelectric,2,41.975716,0.301308294
102,9422,296,-122.360455,Conventional Hydroelectric,1,41.985605,0.966796735
103,9422,296,-122.360455,Conventional Hydroelectric,2,41.985605,0.966796735
104,9422,296,-122.360455,Conventional Hydroelectric,3,41.985605,0.966796735
105,2278,297,-122.43678,Conventional Hydroelectric,1,41.932981,0.002605712
106,2277,314,-115.392026,Conventional Hydroelectric,1,32.673097,0.049147803
107,2277,314,-115.392026,Conventional Hydroelectric,2,32.673097,0.049147803
108,9471,315,-118.1009,Natural Gas Steam Turbine,3,33.7688,0.287994967
109,9471,315,-118.1009,Natural Gas Steam Turbine,4,33.7688,0.287994967
110,9471,315,-118.1009,Natural Gas Steam Turbine,5,33.7688,0.287994967
111,9955,316,-118.4795,Conventional Hydroelectric,1,34.0969,3.285749642
112,2158,318,-119.3069,Conventional Hydroelectric,3,37.2,0.012216122
113,2158,318,-119.3069,Conventional Hydroelectric,4,37.2,0.012216122
114,2158,318,-119.3069,Conventional Hydroelectric,5,37.2,0.012216122
115,2158,318,-119.3069,Conventional Hydroelectric,6,37.2,0.012216122
116,2180,319,-119.386623,Conventional Hydroelectric,1,37.148517,0.173162006
117,2180,319,-119.386623,Conventional Hydroelectric,2,37.148517,0.173162006
118,2180,319,-119.386623,Conventional Hydroelectric,3,37.148517,0.173162006
119,2180,319,-119.386623,Conventional Hydroelectric,4,37.148517,0.173162006
120,2180,319,-119.386623,Conventional Hydroelectric,5,37.148517,0.173162006
121,2165,321,-119.3289,Conventional Hydroelectric,1,37.2096,0.013206925
122,2165,321,-119.3289,Conventional Hydroelectric,2,37.2096,0.013206925
123,2158,322,-119.30681,Conventional Hydroelectric,1,37.200062,0.007192053
124,2158,322,-119.30681,Conventional Hydroelectric,2,37.200062,0.007192053
125,2156,323,-118.573339,Conventional Hydroelectric,1,37.273581,0.041296505
126,2156,323,-118.573339,Conventional Hydroelectric,2,37.273581,0.041296505
127,2156,323,-118.573339,Conventional Hydroelectric,3,37.273581,0.041296505
128,9747,324,-118.531957,Conventional Hydroelectric,1,37.301962,0.036822109
129,9747,324,-118.531957,Conventional Hydroelectric,2,37.301962,0.036822109
130,9747,324,-118.531957,Conventional Hydroelectric,3,37.301962,0.036822109
131,2152,325,-118.501714,Conventional Hydroelectric,1,37.323035,0.004771907
132,2152,325,-118.501714,Conventional Hydroelectric,2,37.323035,0.004771907
133,2152,325,-118.501714,Conventional Hydroelectric,3,37.323035,0.004771907
134,2152,325,-118.501714,Conventional Hydroelectric,4,37.323035,0.004771907
135,2152,325,-118.501714,Conventional Hydroelectric,5,37.323035,0.004771907
136,3038,326,-118.4797,Conventional Hydroelectric,1,37.3344,0.030880473
137,3038,326,-118.4797,Conventional Hydroelectric,2,37.3344,0.030880473
138,2946,327,-118.4628,Conventional Hydroelectric,1,37.3499,0.029272237
139,416,328,-118.524804,Conventional Hydroelectric,1,35.588069,0.005522874
140,416,328,-118.524804,Conventional Hydroelectric,2,35.588069,0.005522874
141,416,328,-118.524804,Conventional Hydroelectric,3,35.588069,0.005522874
142,1288,332,-117.397119,Conventional Hydroelectric,1,34.155162,2.457993987
143,1288,332,-117.397119,Conventional Hydroelectric,2,34.155162,2.457993987
144,9709,335,-117.9792,Natural Gas Steam Turbine,2,33.6439,0.262956088
145,3042,337,-118.862023,Conventional Hydroelectric,1,36.465066,0.004970974
146,2205,339,-118.436233,Conventional Hydroelectric,1,35.776185,0.002337304
147,2205,339,-118.436233,Conventional Hydroelectric,2,35.776185,0.002337304
148,2204,340,-118.77959,Conventional Hydroelectric,1,35.460303,0.015105969
149,2204,340,-118.77959,Conventional Hydroelectric,2,35.460303,0.015105969
150,2204,340,-118.77959,Conventional Hydroelectric,3,35.460303,0.015105969
151,2204,340,-118.77959,Conventional Hydroelectric,4,35.460303,0.015105969
152,9713,341,-118.2248,Natural Gas Fired Combustion Turbine,CT1,33.7641,0.164334552
153,9713,341,-118.2248,Natural Gas Fired Combustion Turbine,CT2,33.7641,0.164334552
154,9713,341,-118.2248,Natural Gas Fired Combustion Turbine,CT3,33.7641,0.164334552
155,9713,341,-118.2248,Natural Gas Fired Combustion Turbine,CT4,33.7641,0.164334552
156,2167,344,-119.337983,Conventional Hydroelectric,1,37.220302,0.003833808
157,2167,344,-119.337983,Conventional Hydroelectric,2,37.220302,0.003833808
158,1937,350,-119.1689,Natural Gas Steam Turbine,1,34.1292,0.244701336
159,1937,350,-119.1689,Natural Gas Steam Turbine,2,34.1292,0.244701336
160,2114,353,-119.2161,Conventional Hydroelectric,1,37.944237,0.017611932
161,9099,356,-118.395,Natural Gas Steam Turbine,5,33.8504,0.27167181
162,9099,356,-118.395,Natural Gas Steam Turbine,6,33.8504,0.27167181
163,9099,356,-118.395,Natural Gas Steam Turbine,8,33.8504,0.27167181
164,3141,357,-119.123284,Conventional Hydroelectric,1,37.766954,0.00589614
165,3141,357,-119.123284,Conventional Hydroelectric,2,37.766954,0.00589614
166,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV3A,34.0818,0.289579476
167,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV3B,34.0818,0.289579476
168,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV3C,34.0818,0.289579476
169,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV4A,34.0818,0.289579476
170,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV4B,34.0818,0.289579476
171,9160,358,-117.2418,Natural Gas Fired Combined Cycle,MV4C,34.0818,0.289579476
172,2453,361,-117.058481,Conventional Hydroelectric,1,34.14522,0.073916374
173,2453,361,-117.058481,Conventional Hydroelectric,2,34.14522,0.073916374
174,2453,361,-117.058481,Conventional Hydroelectric,3,34.14522,0.073916374
175,2453,361,-117.058481,Conventional Hydroelectric,4,34.14522,0.073916374
176,2518,365,-118.788868,Conventional Hydroelectric,1,36.13568,0.021673823
177,2518,365,-118.788868,Conventional Hydroelectric,2,36.13568,0.021673823
178,2932,376,-120.8507,Conventional Hydroelectric,1,38.2569,0.034107556
179,2932,376,-120.8507,Conventional Hydroelectric,2,38.2569,0.034107556
180,2932,376,-120.8507,Conventional Hydroelectric,3,38.2569,0.034107556
181,2242,377,-118.2782,Natural Gas Fired Combined Cycle,1,34.1556,0.06537786
182,2242,377,-118.2782,Natural Gas Fired Combined Cycle,2,34.1556,0.06537786
183,2242,377,-118.2782,Landfill Gas,3,34.1556,0.06537786
184,2242,377,-118.2782,Natural Gas Steam Turbine,4,34.1556,0.06537786
185,2242,377,-118.2782,Natural Gas Steam Turbine,5,34.1556,0.06537786
186,2242,377,-118.2782,Natural Gas Fired Combined Cycle,8A,34.1556,0.06537786
187,2242,377,-118.2782,Natural Gas Fired Combined Cycle,8BC,34.1556,0.06537786
188,2242,377,-118.2782,Natural Gas Fired Combustion Turbine,9,34.1556,0.06537786
189,1894,380,-119.9675,Conventional Hydroelectric,1,37.896649,2.395052444
190,1894,380,-119.9675,Conventional Hydroelectric,2,37.896649,2.395052444
191,1894,382,-119.953233,Conventional Hydroelectric,1,37.877667,1.135853579
192,1894,382,-119.953233,Conventional Hydroelectric,2,37.877667,1.135853579
193,1894,382,-119.953233,Conventional Hydroelectric,3,37.877667,1.135853579
194,297,385,-115.030975,Conventional Hydroelectric,1,32.705435,0.088471554
195,297,385,-115.030975,Conventional Hydroelectric,2,32.705435,0.088471554
196,2274,386,-115.126103,Conventional Hydroelectric,1,32.705428,0.074361505
197,2274,386,-115.126103,Conventional Hydroelectric,2,32.705428,0.074361505
198,2273,387,-115.219067,Conventional Hydroelectric,1,32.705341,0.13574325
199,2273,387,-115.219067,Conventional Hydroelectric,2,32.705341,0.13574325
200,2004,388,-114.713858,Conventional Hydroelectric,1,32.736642,0.066365773
201,2004,388,-114.713858,Conventional Hydroelectric,2,32.736642,0.066365773
202,9103,389,-115.54,Natural Gas Fired Combined Cycle,2,32.802222,0.266975085
203,9103,389,-115.54,Natural Gas Fired Combined Cycle,2A,32.802222,0.266975085
204,9103,389,-115.54,Natural Gas Fired Combined Cycle,30,32.802222,0.266975085
205,9103,389,-115.54,Natural Gas Fired Combined Cycle,31,32.802222,0.266975085
206,9103,389,-115.54,Natural Gas Fired Combined Cycle,32,32.802222,0.266975085
207,9103,389,-115.54,Natural Gas Steam Turbine,4,32.802222,0.266975085
208,9103,389,-115.54,Batteries,BESS,32.802222,0.266975085
209,2174,391,-118.324075,Conventional Hydroelectric,1,37.142795,0.080799886
210,10206,396,-118.494449,Conventional Hydroelectric,1,34.318248,0.790315785
211,537,397,-118.413377,Conventional Hydroelectric,1,34.103931,3.730076269
212,317,398,-117.956667,Conventional Hydroelectric,1,36.109722,0.026775582
213,317,398,-117.956667,Conventional Hydroelectric,2,36.109722,0.026775582
214,508,399,-118.2656,Natural Gas Fired Combined Cycle,10A,33.7706,0.060665018
215,508,399,-118.2656,Natural Gas Fired Combined Cycle,10B,33.7706,0.060665018
216,508,399,-118.2656,Natural Gas Fired Combined Cycle,5,33.7706,0.060665018
217,508,399,-118.2656,Natural Gas Fired Combustion Turbine,GT10,33.7706,0.060665018
218,508,399,-118.2656,Natural Gas Fired Combustion Turbine,GT11,33.7706,0.060665018
219,508,399,-118.2656,Natural Gas Fired Combustion Turbine,GT12,33.7706,0.060665018
220,508,399,-118.2656,Natural Gas Fired Combustion Turbine,GT13,33.7706,0.060665018
221,508,399,-118.2656,Natural Gas Fired Combustion Turbine,GT14,33.7706,0.060665018
222,3195,400,-118.09913,Natural Gas Steam Turbine,1,33.764741,0.025115053
223,3195,400,-118.09913,Natural Gas Fired Combined Cycle,10,33.764741,0.025115053
224,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,11,33.764741,0.025115053
225,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,12,33.764741,0.025115053
226,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,13,33.764741,0.025115053
227,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,14,33.764741,0.025115053
228,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,15,33.764741,0.025115053
229,3195,400,-118.09913,Natural Gas Fired Combustion Turbine,16,33.764741,0.025115053
230,3195,400,-118.09913,Natural Gas Steam Turbine,2,33.764741,0.025115053
231,3195,400,-118.09913,Natural Gas Fired Combined Cycle,8,33.764741,0.025115053
232,3195,400,-118.09913,Natural Gas Fired Combined Cycle,9,33.764741,0.025115053
233,2119,401,-118.569167,Conventional Hydroelectric,1,37.51,4.389874036
234,10206,403,-118.492778,Conventional Hydroelectric,1,34.312778,0.257772144
235,10206,403,-118.492778,Conventional Hydroelectric,2,34.312778,0.257772144
236,9125,404,-118.427648,Natural Gas Steam Turbine,1,33.918151,0.242083302
237,9125,404,-118.427648,Natural Gas Steam Turbine,2,33.918151,0.242083302
238,9125,404,-118.427648,Natural Gas Fired Combined Cycle,4,33.918151,0.242083302
239,9125,404,-118.427648,Natural Gas Fired Combined Cycle,5,33.918151,0.242083302
240,9125,404,-118.427648,Natural Gas Fired Combustion Turbine,6,33.918151,0.242083302
241,9125,404,-118.427648,Natural Gas Fired Combustion Turbine,7,33.918151,0.242083302
242,2119,407,-118.590001,Conventional Hydroelectric,1,37.546036,0.018910408
243,9374,408,-118.391327,Natural Gas Fired Combustion Turbine,5,34.244991,0.25517062
244,9374,408,-118.391327,Natural Gas Fired Combined Cycle,6,34.244991,0.25517062
245,9374,408,-118.391327,Natural Gas Fired Combined Cycle,7,34.244991,0.25517062
246,9374,408,-118.391327,Natural Gas Fired Combined Cycle,8,34.244991,0.25517062
247,832,410,-120.31009,Conventional Hydroelectric,1,37.522065,1.790635363
248,998,412,-120.890856,Conventional Hydroelectric,2P,39.177903,7.882862773
249,997,413,-120.8352,Conventional Hydroelectric,3P,39.2184,2.269364862
250,2513,414,-120.076983,Conventional Hydroelectric,1,38.202569,0.035244568
251,2512,415,-120.034072,Conventional Hydroelectric,H1,38.246656,0.030435208
252,2104,416,-120.605,Conventional Hydroelectric,1,37.876111,0.081288955
253,2104,416,-120.605,Conventional Hydroelectric,2,37.876111,0.081288955
254,2104,416,-120.605,Conventional Hydroelectric,3,37.876111,0.081288955
255,9768,418,-121.491247,Conventional Hydroelectric,1,39.531784,0.441594913
256,599,422,-118.1494,Natural Gas Fired Combustion Turbine,GT1,34.126,0.122511367
257,599,422,-118.1494,Natural Gas Fired Combustion Turbine,GT2,34.126,0.122511367
258,599,422,-118.1494,Natural Gas Fired Combustion Turbine,GT3,34.126,0.122511367
259,599,422,-118.1494,Natural Gas Fired Combustion Turbine,GT4,34.126,0.122511367
260,599,422,-118.1494,Natural Gas Fired Combined Cycle,GT5,34.126,0.122511367
261,599,422,-118.1494,Natural Gas Fired Combined Cycle,ST1,34.126,0.122511367
262,1967,424,-120.406069,Conventional Hydroelectric,1,39.077971,0.014544853
263,9937,425,-120.596383,Conventional Hydroelectric,1,39.024801,0.061599005
264,9937,425,-120.596383,Conventional Hydroelectric,2,39.024801,0.061599005
265,2910,426,-120.746651,Conventional Hydroelectric,1,39.003372,1.904325176
266,2910,427,-120.725053,Conventional Hydroelectric,1,39.000999,0.021131851
267,2088,430,-120.537089,Conventional Hydroelectric,H1,38.82881,0.736166266
268,2088,430,-120.537089,Conventional Hydroelectric,H2,38.82881,0.736166266
269,2088,431,-120.53176,Conventional Hydroelectric,H1,38.83405,0.010416029
270,2088,431,-120.53176,Conventional Hydroelectric,H2,38.83405,0.010416029
271,2082,432,-120.324503,Conventional Hydroelectric,H1,38.982697,0.310996209
272,2083,433,-120.378292,Conventional Hydroelectric,1,38.896511,0.057634833
273,1312,436,-117.3344,Conventional Hydroelectric,1,34.2056,0.08148588
274,1312,436,-117.3344,Conventional Hydroelectric,2,34.2056,0.08148588
275,1312,436,-117.3344,Conventional Hydroelectric,3,34.2056,0.08148588
276,1312,436,-117.3344,Conventional Hydroelectric,4,34.2056,0.08148588
277,9768,437,-121.492188,Conventional Hydroelectric,1,39.542985,1.255045995
278,9768,437,-121.492188,Hydroelectric Pumped Storage,2,39.542985,1.255045995
279,9768,437,-121.492188,Conventional Hydroelectric,3,39.542985,1.255045995
280,9768,437,-121.492188,Hydroelectric Pumped Storage,4,39.542985,1.255045995
281,9768,437,-121.492188,Conventional Hydroelectric,5,39.542985,1.255045995
282,9768,437,-121.492188,Hydroelectric Pumped Storage,6,39.542985,1.255045995
283,2517,439,-120.420152,Conventional Hydroelectric,1,37.695994,0.071838908
284,2517,439,-120.420152,Conventional Hydroelectric,2,37.695994,0.071838908
285,2517,439,-120.420152,Conventional Hydroelectric,3,37.695994,0.071838908
286,2517,439,-120.420152,Conventional Hydroelectric,4,37.695994,0.071838908
287,10058,441,-121.158443,Conventional Hydroelectric,1,38.70675,0.247697801
288,10058,441,-121.158443,Conventional Hydroelectric,2,38.70675,0.247697801
289,10058,441,-121.158443,Conventional Hydroelectric,3,38.70675,0.247697801
290,2294,442,-122.626973,Conventional Hydroelectric,1,40.646934,0.154780686
291,2294,442,-122.626973,Conventional Hydroelectric,2,40.646934,0.154780686
292,9782,443,-122.446441,Conventional Hydroelectric,1,40.611858,0.260332747
293,9782,443,-122.446441,Conventional Hydroelectric,2,40.611858,0.260332747
294,9782,443,-122.446441,Conventional Hydroelectric,3,40.611858,0.260332747
295,3097,444,-121.220198,Conventional Hydroelectric,1,38.63735,1.363947381
296,3097,444,-121.220198,Conventional Hydroelectric,2,38.63735,1.363947381
297,1965,445,-122.422274,Conventional Hydroelectric,1,40.717455,0.284996528
298,1965,445,-122.422274,Conventional Hydroelectric,2,40.717455,0.284996528
299,1965,445,-122.422274,Conventional Hydroelectric,3,40.717455,0.284996528
300,1965,445,-122.422274,Conventional Hydroelectric,4,40.717455,0.284996528
301,1965,445,-122.422274,Conventional Hydroelectric,5,40.717455,0.284996528
302,1965,445,-122.422274,Conventional Hydroelectric,S1,40.717455,0.284996528
303,1965,445,-122.422274,Conventional Hydroelectric,S2,40.717455,0.284996528
304,10098,447,-114.140222,Conventional Hydroelectric,1,34.295334,0.294384598
305,10098,447,-114.140222,Conventional Hydroelectric,2,34.295334,0.294384598
306,10098,447,-114.140222,Conventional Hydroelectric,3,34.295334,0.294384598
307,10098,447,-114.140222,Conventional Hydroelectric,4,34.295334,0.294384598
308,2177,448,-121.0772,Hydroelectric Pumped Storage,1,37.0692,0.321529378
309,2177,448,-121.0772,Hydroelectric Pumped Storage,2,37.0692,0.321529378
310,2177,448,-121.0772,Hydroelectric Pumped Storage,3,37.0692,0.321529378
311,2177,448,-121.0772,Hydroelectric Pumped Storage,4,37.0692,0.321529378
312,2177,448,-121.0772,Hydroelectric Pumped Storage,5,37.0692,0.321529378
313,2177,448,-121.0772,Hydroelectric Pumped Storage,6,37.0692,0.321529378
314,2177,448,-121.0772,Hydroelectric Pumped Storage,7,37.0692,0.321529378
315,2177,448,-121.0772,Hydroelectric Pumped Storage,8,37.0692,0.321529378
316,2304,450,-122.467509,Conventional Hydroelectric,1,40.628115,0.021746233
317,2304,450,-122.467509,Conventional Hydroelectric,2,40.628115,0.021746233
318,2292,451,-122.762553,Conventional Hydroelectric,1,40.797296,0.101223355
319,2292,451,-122.762553,Conventional Hydroelectric,2,40.797296,0.101223355
320,10045,454,-121.191666,Conventional Hydroelectric,1,39.330833,0.02042319
321,10045,454,-121.191666,Conventional Hydroelectric,2,39.330833,0.02042319
322,1369,457,-117.016566,Conventional Hydroelectric,HC1,33.166246,5.988434231
323,1369,457,-117.016566,Conventional Hydroelectric,HC2,33.166246,5.988434231
324,2599,479,-117.4971,Conventional Hydroelectric,1,33.8343,0.045471829
325,1065,480,-117.6106,Conventional Hydroelectric,1,33.85895,2.06306846
326,2482,481,-117.1831,Conventional Hydroelectric,1,33.8361,0.049954933
327,2719,482,-118.09917,Conventional Hydroelectric,1,34.004722,1.853767531
328,952,483,-117.95517,Conventional Hydroelectric,1,33.92493,0.017681725
329,953,487,-117.82905,Conventional Hydroelectric,1,33.9001,1.424643742
330,2332,531,-121.316966,Conventional Hydroelectric,1,39.048802,0.011797498
331,159,534,-120.381883,Conventional Hydroelectric,1,38.850283,0.006214431
332,2354,535,-121.393336,Natural Gas Fired Combustion Turbine,1,38.652731,0.053169777
333,2384,537,-121.0245,Conventional Hydroelectric,1,38.2268,0.012305248
334,2384,537,-121.0245,Conventional Hydroelectric,2,38.2268,0.012305248
335,2384,537,-121.0245,Conventional Hydroelectric,3,38.2268,0.012305248
336,298,585,-114.942666,Conventional Hydroelectric,1,32.711611,0.052555686
337,298,585,-114.942666,Conventional Hydroelectric,2,32.711611,0.052555686
338,298,585,-114.942666,Conventional Hydroelectric,3,32.711611,0.052555686
339,313,586,-115.28245,Conventional Hydroelectric,1,32.699451,0.070437814
340,9914,626,-121.16143,Conventional Hydroelectric,1,40.07531,1.619006691
341,154,632,-121.092982,Conventional Hydroelectric,1,38.835182,0.163285718
342,2181,682,-119.558008,Conventional Hydroelectric,1,37.071846,0.004346956
343,2598,745,-117.5257,Conventional Hydroelectric,1,34.10345,0.073353175
344,2078,776,-121.119479,Conventional Hydroelectric,1,39.580413,0.018674179
345,903,839,-120.932508,Conventional Hydroelectric,7P,39.272108,9.938193866
346,2949,902,-122.7677,Geothermal,1,38.8348,1.691933553
347,415,905,-118.6867,Conventional Hydroelectric,1,34.8158,0.061649225
348,9654,4256,-120.9044,Natural Gas Fired Combustion Turbine,1,37.4903,0.153394626
349,9654,4256,-120.9044,Natural Gas Fired Combustion Turbine,2,37.4903,0.153394626
350,514,6013,-118.3147,Natural Gas Steam Turbine,O1,34.1764,0.0617713
351,514,6013,-118.3147,Natural Gas Steam Turbine,O2,34.1764,0.0617713
352,2492,6060,-116.1714,Natural Gas Fired Combustion Turbine,1,33.6758,0.131376418
353,2492,6060,-116.1714,Natural Gas Fired Combustion Turbine,2,33.6758,0.131376418
354,2492,6060,-116.1714,Natural Gas Fired Combustion Turbine,3,33.6758,0.131376418
